"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Persons Engaged in Active Enterprises","2021","250 and over","Buying and Selling of Own Real Estate (L681)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Renting and Operating of Own or Leased Real Estate (L682)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Real Estate Activities on a Fee or Contract Basis (L683)","Number","3630"
"Persons Engaged in Active Enterprises","2021","250 and over","Legal Activities (M691)","Number","2330"
"Persons Engaged in Active Enterprises","2021","250 and over","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number","14243"
"Persons Engaged in Active Enterprises","2021","250 and over","Activities of Head Offices (M701)","Number","2133"
"Persons Engaged in Active Enterprises","2021","250 and over","Management Consultancy Activities (M702)","Number","13279"
"Persons Engaged in Active Enterprises","2021","250 and over","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","4971"
"Persons Engaged in Active Enterprises","2021","250 and over","Technical Testing and Analysis (M712)","Number","2182"
"Persons Engaged in Active Enterprises","2021","250 and over","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number","2785"
"Persons Engaged in Active Enterprises","2021","250 and over","Research and Experimental Development on Social Sciences and Humanities (722)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Advertising (M731)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Market Research and Public Opinion Polling (M732)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Specialised Design Activities (M741)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Photographic Activities (M742)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Translation and Interpretation Activities (M743)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Veterinary Activities (M750)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Renting and Leasing of Motor Vehicles (N771)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Renting and Leasing of Personal and Household Goods (N772)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Activities of Employment Placement Agencies (N781)","Number","32813"
"Persons Engaged in Active Enterprises","2021","250 and over","Temporary Employment Agency Activities (N782)","Number","5036"
"Persons Engaged in Active Enterprises","2021","250 and over","Other Human Resources Provision (N783)","Number","2632"
"Persons Engaged in Active Enterprises","2021","250 and over","Travel Agency and Tour Operator Activities (N791)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Other Reservation Service and Related Activities (N799)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Private Security Activities (N801)","Number","3868"
"Persons Engaged in Active Enterprises","2021","250 and over","Security Systems Service Activities (N802)","Number","3213"
"Persons Engaged in Active Enterprises","2021","250 and over","Investigation Activities (N803)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Combined Facilities support Activities (N811)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Cleaning Activities (N812)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Landscape Service Activities (N813)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Office Administrative and Support Activities (N821)","Number","1071"
"Persons Engaged in Active Enterprises","2021","250 and over","Activities of Call Centres (N822)","Number","6206"
"Persons Engaged in Active Enterprises","2021","250 and over","Organisation of Conventions and Trade Shows (N823)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Business Support Service Activities n.e.c. (N829)","Number","2801"
"Persons Engaged in Active Enterprises","2021","250 and over","ICT Manufacturing (C261 TO C264,C268)","Number","15247"
"Persons Engaged in Active Enterprises","2021","250 and over","Computer Programming Activities (J6201)","Number","11215"
"Persons Engaged in Active Enterprises","2021","250 and over","Computer Consultancy Activities (J6202)","Number","12965"
"Persons Engaged in Active Enterprises","2021","250 and over","Computer Facilities Management Activities (J6203)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Other Information Technology and Computer Service Activities (J6209)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Food Products, Beverages and Tobacco (C10 to C12)","Number","30886"
"Persons Engaged in Active Enterprises","2021","250 and over","Textiles and Wearing Apparel (C13,C14)","Number",""
"Persons Engaged in Active Enterprises","2021","250 and over","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","1582"
"Persons Engaged in Active Enterprises","2021","250 and over","Basic Metals and Fabricated Metal Products (C24,C25)","Number","2374"
"Persons Engaged in Active Enterprises","2021","250 and over","Transport Equipment (C29,C30)","Number","1807"
"Persons Engaged in Active Enterprises","2021","250 and over","Furniture and Other Manufacturing (C31,C32)","Number","32110"
"Persons Engaged in Active Enterprises","2021","250 and over","ICT Services (G465,J582,J61,J62,J631,S951)","Number","60746"
"Persons Engaged in Active Enterprises","2021","250 and over","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","656178"
"Persons Engaged in Active Enterprises","2021","250 and over","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number","504013"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Mining and Quarrying (B)","Number","3272"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacturing (C)","Number","264220"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","12169"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number","10844"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Construction (F)","Number","198109"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number","413595"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Transportation and Storage (H)","Number","108242"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Accommodation and Food Service Activities (I)","Number","232382"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Information and Communication (J)","Number","148253"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Financial and Insurance Activities (K)","Number","127965"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Real Estate Activities (L)","Number","38099"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Professional, Scientific and Technical Activities (M)","Number","209359"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Administrative and Support Service Activities (N)","Number","183138"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Education (P)","Number","67026"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Human Health and Social Work Activities (Q)","Number","186795"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Arts, Entertainment and Recreation (R)","Number","42889"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Leather and Related Products (C15)","Number","255"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Wood and Wood Products, except Furniture (C16)","Number","7307"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Coke and Refined Petroleum Products (C19)","Number","350"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Chemicals and Chemical Products (C20)","Number","11662"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number","26207"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Rubber and Plastic Products (C22)","Number","10195"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Other Non-Metallic Mineral Products (C23)","Number","11427"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Computer, Electronic and Optical Products (C26)","Number","22562"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Electrical Equipment (C27)","Number","4706"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Manufacture of Machinery and Equipment n.e.c. (C28)","Number","13601"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Repair and Installation of Machinery and Equipment (C33)","Number","8590"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number","40015"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number","122837"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number","250743"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Land Transport and Transport Via Pipelines (H49)","Number","57703"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Water Transport (H50)","Number","973"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Air Transport (H51)","Number","7935"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Warehousing and Support Activities for Transportation (H52)","Number","20777"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Postal and Courier Activities (H53)","Number","20854"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Accommodation (I55)","Number","76096"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Food and Beverage Service Activities (I56)","Number","156286"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number","161751"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Publishing Activities (J58)","Number","17506"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number","10779"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Programming and Broadcasting Activities (J60)","Number","1879"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Telecommunications (J61)","Number","13972"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Computer Programming, Consultancy and Related Activities (J62)","Number","87639"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Information Service Activities (J63)","Number","16478"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Financial Service Activities, except Insurance and Pension Funding (K64)","Number","68836"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number","16505"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number","42624"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Real Estate Activities (L68)","Number","38099"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Legal and Accounting Activities (M69)","Number","58160"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Activities of Head Offices; Management Consultancy Activities (M70)","Number","60951"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number","45060"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Scientific Research and Development (M72)","Number","9204"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Advertising and Market Research (M73)","Number","9925"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Professional, Scientific and Technical Activities (M74)","Number","20234"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Veterinary Activities (M75)","Number","5825"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Rental and Leasing Activities (N77)","Number","19700"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Employment Activities (N78)","Number","68433"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number","5724"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Security and Investigation Activities (N80)","Number","17040"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Services to Buildings and Landscape Activities (N81)","Number","45280"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Office Administrative, Office Support and Other Business Support Activities (N82)","Number","26961"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Education (P85)","Number","67026"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Human Health Activities (Q86)","Number","69128"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Residential Care Activities (Q87)","Number","43045"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Social Work Activities without Accommodation (Q88)","Number","74622"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Creative, Arts and Entertainment Activities (R90)","Number","11733"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number","2087"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Gambling and Betting Activities (R92)","Number","8348"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Sports Activities and Amusement and Recreation Activities (R93)","Number","20721"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Repair of Computers and Personal and Household Goods (S95)","Number","3180"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Personal Service Activities (S96)","Number","43061"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale in Non-Specialised Stores (G471)","Number","104151"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number","13876"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number","19287"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number","4519"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number","24055"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","8687"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale of Other Goods in Specialised Stores (G477)","Number","70462"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Sale via Stalls and Markets (G478)","Number","858"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Retail Trade not in Stores, Stalls or Markets (G479)","Number","4848"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Computer Programming, Consultancy and Related Activities (J620)","Number","87639"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Buying and Selling of Own Real Estate (L681)","Number","1107"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Renting and Operating of Own or Leased Real Estate (L682)","Number","18847"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Real Estate Activities on a Fee or Contract Basis (L683)","Number","18145"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Legal Activities (M691)","Number","21353"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number","36807"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Activities of Head Offices (M701)","Number","6864"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Management Consultancy Activities (M702)","Number","54087"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","39358"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Technical Testing and Analysis (M712)","Number","5702"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number","7988"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Research and Experimental Development on Social Sciences and Humanities (722)","Number","1216"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Advertising (M731)","Number","7745"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Market Research and Public Opinion Polling (M732)","Number","2180"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Specialised Design Activities (M741)","Number","5833"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Photographic Activities (M742)","Number","2925"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Translation and Interpretation Activities (M743)","Number","1224"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","10252"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Veterinary Activities (M750)","Number","5825"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Renting and Leasing of Motor Vehicles (N771)","Number","2353"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Renting and Leasing of Personal and Household Goods (N772)","Number","1246"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number","15089"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","1012"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Activities of Employment Placement Agencies (N781)","Number","57055"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Temporary Employment Agency Activities (N782)","Number","6901"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Human Resources Provision (N783)","Number","4477"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Travel Agency and Tour Operator Activities (N791)","Number","3134"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Reservation Service and Related Activities (N799)","Number","2590"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Private Security Activities (N801)","Number","8442"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Security Systems Service Activities (N802)","Number","8244"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Investigation Activities (N803)","Number","354"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Combined Facilities support Activities (N811)","Number","3005"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Cleaning Activities (N812)","Number","35135"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Landscape Service Activities (N813)","Number","7140"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Office Administrative and Support Activities (N821)","Number","6089"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Activities of Call Centres (N822)","Number","8980"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Organisation of Conventions and Trade Shows (N823)","Number","2530"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Business Support Service Activities n.e.c. (N829)","Number","9362"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","ICT Manufacturing (C261 TO C264,C268)","Number","18382"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Computer Programming Activities (J6201)","Number","31138"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Computer Consultancy Activities (J6202)","Number","34232"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Computer Facilities Management Activities (J6203)","Number","1376"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Other Information Technology and Computer Service Activities (J6209)","Number","20893"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Food Products, Beverages and Tobacco (C10 to C12)","Number","60033"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Textiles and Wearing Apparel (C13,C14)","Number","3384"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","9257"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Basic Metals and Fabricated Metal Products (C24,C25)","Number","23638"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Transport Equipment (C29,C30)","Number","3605"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Furniture and Other Manufacturing (C31,C32)","Number","47441"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","ICT Services (G465,J582,J61,J62,J631,S951)","Number","143369"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","2292598"
"Persons Engaged in Active Enterprises","2022","All persons engaged size classes","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number","1803984"
"Persons Engaged in Active Enterprises","2022","Under 10","Mining and Quarrying (B)","Number","893"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacturing (C)","Number","30518"
"Persons Engaged in Active Enterprises","2022","Under 10","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","1114"
"Persons Engaged in Active Enterprises","2022","Under 10","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number","2014"
"Persons Engaged in Active Enterprises","2022","Under 10","Construction (F)","Number","116207"
"Persons Engaged in Active Enterprises","2022","Under 10","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number","94814"
"Persons Engaged in Active Enterprises","2022","Under 10","Transportation and Storage (H)","Number","33317"
"Persons Engaged in Active Enterprises","2022","Under 10","Accommodation and Food Service Activities (I)","Number","45416"
"Persons Engaged in Active Enterprises","2022","Under 10","Information and Communication (J)","Number","27414"
"Persons Engaged in Active Enterprises","2022","Under 10","Financial and Insurance Activities (K)","Number","23798"
"Persons Engaged in Active Enterprises","2022","Under 10","Real Estate Activities (L)","Number","24174"
"Persons Engaged in Active Enterprises","2022","Under 10","Professional, Scientific and Technical Activities (M)","Number","79488"
"Persons Engaged in Active Enterprises","2022","Under 10","Administrative and Support Service Activities (N)","Number","29857"
"Persons Engaged in Active Enterprises","2022","Under 10","Education (P)","Number","19826"
"Persons Engaged in Active Enterprises","2022","Under 10","Human Health and Social Work Activities (Q)","Number","38616"
"Persons Engaged in Active Enterprises","2022","Under 10","Arts, Entertainment and Recreation (R)","Number","17838"
"Persons Engaged in Active Enterprises","2022","Under 10","Leather and Related Products (C15)","Number","108"
"Persons Engaged in Active Enterprises","2022","Under 10","Wood and Wood Products, except Furniture (C16)","Number","2480"
"Persons Engaged in Active Enterprises","2022","Under 10","Coke and Refined Petroleum Products (C19)","Number","24"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Chemicals and Chemical Products (C20)","Number","657"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number","295"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Rubber and Plastic Products (C22)","Number","811"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Other Non-Metallic Mineral Products (C23)","Number","2290"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Computer, Electronic and Optical Products (C26)","Number","623"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Electrical Equipment (C27)","Number","445"
"Persons Engaged in Active Enterprises","2022","Under 10","Manufacture of Machinery and Equipment n.e.c. (C28)","Number","1179"
"Persons Engaged in Active Enterprises","2022","Under 10","Repair and Installation of Machinery and Equipment (C33)","Number","3113"
"Persons Engaged in Active Enterprises","2022","Under 10","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number","18169"
"Persons Engaged in Active Enterprises","2022","Under 10","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number","26538"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number","50107"
"Persons Engaged in Active Enterprises","2022","Under 10","Land Transport and Transport Via Pipelines (H49)","Number","25157"
"Persons Engaged in Active Enterprises","2022","Under 10","Water Transport (H50)","Number","402"
"Persons Engaged in Active Enterprises","2022","Under 10","Air Transport (H51)","Number","153"
"Persons Engaged in Active Enterprises","2022","Under 10","Warehousing and Support Activities for Transportation (H52)","Number","3091"
"Persons Engaged in Active Enterprises","2022","Under 10","Postal and Courier Activities (H53)","Number","4514"
"Persons Engaged in Active Enterprises","2022","Under 10","Accommodation (I55)","Number","5035"
"Persons Engaged in Active Enterprises","2022","Under 10","Food and Beverage Service Activities (I56)","Number","40381"
"Persons Engaged in Active Enterprises","2022","Under 10","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number","23425"
"Persons Engaged in Active Enterprises","2022","Under 10","Publishing Activities (J58)","Number","2757"
"Persons Engaged in Active Enterprises","2022","Under 10","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number","4095"
"Persons Engaged in Active Enterprises","2022","Under 10","Programming and Broadcasting Activities (J60)","Number","368"
"Persons Engaged in Active Enterprises","2022","Under 10","Telecommunications (J61)","Number","1046"
"Persons Engaged in Active Enterprises","2022","Under 10","Computer Programming, Consultancy and Related Activities (J62)","Number","17924"
"Persons Engaged in Active Enterprises","2022","Under 10","Information Service Activities (J63)","Number","1224"
"Persons Engaged in Active Enterprises","2022","Under 10","Financial Service Activities, except Insurance and Pension Funding (K64)","Number","17307"
"Persons Engaged in Active Enterprises","2022","Under 10","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number","679"
"Persons Engaged in Active Enterprises","2022","Under 10","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number","5812"
"Persons Engaged in Active Enterprises","2022","Under 10","Real Estate Activities (L68)","Number","24174"
"Persons Engaged in Active Enterprises","2022","Under 10","Legal and Accounting Activities (M69)","Number","22273"
"Persons Engaged in Active Enterprises","2022","Under 10","Activities of Head Offices; Management Consultancy Activities (M70)","Number","21461"
"Persons Engaged in Active Enterprises","2022","Under 10","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number","15990"
"Persons Engaged in Active Enterprises","2022","Under 10","Scientific Research and Development (M72)","Number","1463"
"Persons Engaged in Active Enterprises","2022","Under 10","Advertising and Market Research (M73)","Number","2996"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Professional, Scientific and Technical Activities (M74)","Number","12934"
"Persons Engaged in Active Enterprises","2022","Under 10","Veterinary Activities (M75)","Number","2371"
"Persons Engaged in Active Enterprises","2022","Under 10","Rental and Leasing Activities (N77)","Number","8382"
"Persons Engaged in Active Enterprises","2022","Under 10","Employment Activities (N78)","Number","2795"
"Persons Engaged in Active Enterprises","2022","Under 10","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number","1940"
"Persons Engaged in Active Enterprises","2022","Under 10","Security and Investigation Activities (N80)","Number","1727"
"Persons Engaged in Active Enterprises","2022","Under 10","Services to Buildings and Landscape Activities (N81)","Number","10430"
"Persons Engaged in Active Enterprises","2022","Under 10","Office Administrative, Office Support and Other Business Support Activities (N82)","Number","4583"
"Persons Engaged in Active Enterprises","2022","Under 10","Education (P85)","Number","19826"
"Persons Engaged in Active Enterprises","2022","Under 10","Human Health Activities (Q86)","Number","28551"
"Persons Engaged in Active Enterprises","2022","Under 10","Residential Care Activities (Q87)","Number","884"
"Persons Engaged in Active Enterprises","2022","Under 10","Social Work Activities without Accommodation (Q88)","Number","9181"
"Persons Engaged in Active Enterprises","2022","Under 10","Creative, Arts and Entertainment Activities (R90)","Number","9336"
"Persons Engaged in Active Enterprises","2022","Under 10","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number","431"
"Persons Engaged in Active Enterprises","2022","Under 10","Gambling and Betting Activities (R92)","Number","664"
"Persons Engaged in Active Enterprises","2022","Under 10","Sports Activities and Amusement and Recreation Activities (R93)","Number","7407"
"Persons Engaged in Active Enterprises","2022","Under 10","Repair of Computers and Personal and Household Goods (S95)","Number","2659"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Personal Service Activities (S96)","Number","29023"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale in Non-Specialised Stores (G471)","Number","8458"
