"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Active Enterprises","2019","10 - 19","Postal and Courier Activities (H53)","Number","59"
"Active Enterprises","2019","10 - 19","Accommodation (I55)","Number","191"
"Active Enterprises","2019","10 - 19","Food and Beverage Service Activities (I56)","Number","2149"
"Active Enterprises","2019","10 - 19","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number","463"
"Active Enterprises","2019","10 - 19","Publishing Activities (J58)","Number","93"
"Active Enterprises","2019","10 - 19","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number","33"
"Active Enterprises","2019","10 - 19","Programming and Broadcasting Activities (J60)","Number","8"
"Active Enterprises","2019","10 - 19","Telecommunications (J61)","Number","42"
"Active Enterprises","2019","10 - 19","Computer Programming, Consultancy and Related Activities (J62)","Number","279"
"Active Enterprises","2019","10 - 19","Information Service Activities (J63)","Number","23"
"Active Enterprises","2019","10 - 19","Financial Service Activities, except Insurance and Pension Funding (K64)","Number","188"
"Active Enterprises","2019","10 - 19","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number","39"
"Active Enterprises","2019","10 - 19","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number","160"
"Active Enterprises","2019","10 - 19","Real Estate Activities (L68)","Number","177"
"Active Enterprises","2019","10 - 19","Legal and Accounting Activities (M69)","Number","483"
"Active Enterprises","2019","10 - 19","Activities of Head Offices; Management Consultancy Activities (M70)","Number","211"
"Active Enterprises","2019","10 - 19","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number","316"
"Active Enterprises","2019","10 - 19","Scientific Research and Development (M72)","Number","34"
"Active Enterprises","2019","10 - 19","Advertising and Market Research (M73)","Number","70"
"Active Enterprises","2019","10 - 19","Other Professional, Scientific and Technical Activities (M74)","Number","109"
"Active Enterprises","2019","10 - 19","Veterinary Activities (M75)","Number","85"
"Active Enterprises","2019","10 - 19","Rental and Leasing Activities (N77)","Number","154"
"Active Enterprises","2019","10 - 19","Employment Activities (N78)","Number","86"
"Active Enterprises","2019","10 - 19","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number","57"
"Active Enterprises","2019","10 - 19","Security and Investigation Activities (N80)","Number","59"
"Active Enterprises","2019","10 - 19","Services to Buildings and Landscape Activities (N81)","Number","138"
"Active Enterprises","2019","10 - 19","Office Administrative, Office Support and Other Business Support Activities (N82)","Number","79"
"Active Enterprises","2019","10 - 19","Education (P85)","Number","670"
"Active Enterprises","2019","10 - 19","Human Health Activities (Q86)","Number","479"
"Active Enterprises","2019","10 - 19","Residential Care Activities (Q87)","Number","78"
"Active Enterprises","2019","10 - 19","Social Work Activities without Accommodation (Q88)","Number","762"
"Active Enterprises","2019","10 - 19","Creative, Arts and Entertainment Activities (R90)","Number","34"
"Active Enterprises","2019","10 - 19","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number","29"
"Active Enterprises","2019","10 - 19","Gambling and Betting Activities (R92)","Number","35"
"Active Enterprises","2019","10 - 19","Sports Activities and Amusement and Recreation Activities (R93)","Number","343"
"Active Enterprises","2019","10 - 19","Repair of Computers and Personal and Household Goods (S95)","Number","17"
"Active Enterprises","2019","10 - 19","Other Personal Service Activities (S96)","Number","347"
"Active Enterprises","2019","10 - 19","Retail Sale in Non-Specialised Stores (G471)","Number","615"
"Active Enterprises","2019","10 - 19","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number","176"
"Active Enterprises","2019","10 - 19","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number","216"
"Active Enterprises","2019","10 - 19","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number","38"
"Active Enterprises","2019","10 - 19","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number","195"
"Active Enterprises","2019","10 - 19","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","81"
"Active Enterprises","2019","10 - 19","Retail Sale of Other Goods in Specialised Stores (G477)","Number","808"
"Active Enterprises","2019","10 - 19","Retail Sale via Stalls and Markets (G478)","Number","7"
"Active Enterprises","2019","10 - 19","Retail Trade not in Stores, Stalls or Markets (G479)","Number","20"
"Active Enterprises","2019","10 - 19","Computer Programming, Consultancy and Related Activities (J620)","Number","279"
"Active Enterprises","2019","10 - 19","Buying and Selling of Own Real Estate (L681)","Number","4"
"Active Enterprises","2019","10 - 19","Renting and Operating of Own or Leased Real Estate (L682)","Number","63"
"Active Enterprises","2019","10 - 19","Real Estate Activities on a Fee or Contract Basis (L683)","Number","110"
"Active Enterprises","2019","10 - 19","Legal Activities (M691)","Number","231"
"Active Enterprises","2019","10 - 19","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number","252"
"Active Enterprises","2019","10 - 19","Activities of Head Offices (M701)","Number","16"
"Active Enterprises","2019","10 - 19","Management Consultancy Activities (M702)","Number","195"
"Active Enterprises","2019","10 - 19","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","290"
"Active Enterprises","2019","10 - 19","Technical Testing and Analysis (M712)","Number","26"
"Active Enterprises","2019","10 - 19","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number","26"
"Active Enterprises","2019","10 - 19","Research and Experimental Development on Social Sciences and Humanities (722)","Number","8"
"Active Enterprises","2019","10 - 19","Advertising (M731)","Number","57"
"Active Enterprises","2019","10 - 19","Market Research and Public Opinion Polling (M732)","Number","13"
"Active Enterprises","2019","10 - 19","Specialised Design Activities (M741)","Number","36"
"Active Enterprises","2019","10 - 19","Photographic Activities (M742)","Number","7"
"Active Enterprises","2019","10 - 19","Translation and Interpretation Activities (M743)","Number","4"
"Active Enterprises","2019","10 - 19","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","62"
"Active Enterprises","2019","10 - 19","Veterinary Activities (M750)","Number","85"
"Active Enterprises","2019","10 - 19","Renting and Leasing of Motor Vehicles (N771)","Number","9"
"Active Enterprises","2019","10 - 19","Renting and Leasing of Personal and Household Goods (N772)","Number","13"
"Active Enterprises","2019","10 - 19","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number","128"
"Active Enterprises","2019","10 - 19","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","4"
"Active Enterprises","2019","10 - 19","Activities of Employment Placement Agencies (N781)","Number","72"
"Active Enterprises","2019","10 - 19","Temporary Employment Agency Activities (N782)","Number",""
"Active Enterprises","2019","10 - 19","Other Human Resources Provision (N783)","Number",""
"Active Enterprises","2019","10 - 19","Travel Agency and Tour Operator Activities (N791)","Number","39"
"Active Enterprises","2019","10 - 19","Other Reservation Service and Related Activities (N799)","Number","18"
"Active Enterprises","2019","10 - 19","Private Security Activities (N801)","Number",""
"Active Enterprises","2019","10 - 19","Security Systems Service Activities (N802)","Number","44"
"Active Enterprises","2019","10 - 19","Investigation Activities (N803)","Number",""
"Active Enterprises","2019","10 - 19","Combined Facilities support Activities (N811)","Number","12"
"Active Enterprises","2019","10 - 19","Cleaning Activities (N812)","Number","81"
"Active Enterprises","2019","10 - 19","Landscape Service Activities (N813)","Number","45"
"Active Enterprises","2019","10 - 19","Office Administrative and Support Activities (N821)","Number","23"
"Active Enterprises","2019","10 - 19","Activities of Call Centres (N822)","Number","8"
"Active Enterprises","2019","10 - 19","Organisation of Conventions and Trade Shows (N823)","Number","18"
"Active Enterprises","2019","10 - 19","Business Support Service Activities n.e.c. (N829)","Number","30"
"Active Enterprises","2019","10 - 19","ICT Manufacturing (C261 TO C264,C268)","Number","13"
"Active Enterprises","2019","10 - 19","Computer Programming Activities (J6201)","Number","101"
"Active Enterprises","2019","10 - 19","Computer Consultancy Activities (J6202)","Number","106"
"Active Enterprises","2019","10 - 19","Computer Facilities Management Activities (J6203)","Number","3"
"Active Enterprises","2019","10 - 19","Other Information Technology and Computer Service Activities (J6209)","Number","69"
"Active Enterprises","2019","10 - 19","Food Products, Beverages and Tobacco (C10 to C12)","Number","144"
"Active Enterprises","2019","10 - 19","Textiles and Wearing Apparel (C13,C14)","Number","36"
"Active Enterprises","2019","10 - 19","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","78"
"Active Enterprises","2019","10 - 19","Basic Metals and Fabricated Metal Products (C24,C25)","Number","156"
"Active Enterprises","2019","10 - 19","Transport Equipment (C29,C30)","Number","15"
"Active Enterprises","2019","10 - 19","Furniture and Other Manufacturing (C31,C32)","Number","90"
"Active Enterprises","2019","10 - 19","ICT Services (G465,J582,J61,J62,J631,S951)","Number","450"
"Active Enterprises","2019","10 - 19","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","14553"
