active_enterprises,enterprise_births,persons_engaged_in_active_enterprises,employees_in_active_enterprises,persons_engaged_in_birthed_enterprises,employees_in_birthed_enterprises
4.0,0.0,349.0,349.0,0.0,0.0
91.0,,9956.0,9956.0,,
81.0,,7727.0,7725.0,,
174.0,,17710.0,17700.0,,
141.0,,15000.0,14999.0,,
140.0,,12140.0,12138.0,,
36.0,0.0,4123.0,4123.0,0.0,0.0
,0.0,676.0,676.0,0.0,0.0
66.0,0.0,6802.0,6800.0,0.0,0.0
540.0,4.0,53727.0,53704.0,320.0,320.0
7.0,0.0,1030.0,1030.0,0.0,0.0
277.0,3.0,27909.0,27909.0,218.0,218.0
284.0,3.0,28939.0,28939.0,218.0,218.0
,0.0,1146.0,1146.0,0.0,0.0
286.0,9.0,28539.0,28539.0,,
22.0,0.0,2315.0,2315.0,0.0,0.0
,0.0,,,0.0,0.0
80.0,,7766.0,7766.0,,
,0.0,,,0.0,0.0
3.0,0.0,,,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,2495.0,2348.0,0.0,0.0
55.0,0.0,5489.0,5331.0,0.0,0.0
12.0,0.0,1271.0,1271.0,0.0,0.0
73.0,,6912.0,6911.0,,
24.0,,3122.0,3120.0,,
26.0,,2882.0,2882.0,,
16.0,0.0,1949.0,1949.0,0.0,0.0
15.0,0.0,1602.0,1602.0,0.0,0.0
43.0,0.0,4522.0,4522.0,0.0,0.0
34.0,0.0,3747.0,3747.0,0.0,0.0
47.0,0.0,5163.0,5163.0,0.0,0.0
556.0,,59337.0,59331.0,354.0,354.0
,0.0,814.0,814.0,0.0,0.0
6.0,0.0,552.0,552.0,0.0,0.0
16.0,0.0,1890.0,1890.0,0.0,0.0
59.0,,6520.0,6520.0,,
6.0,,503.0,503.0,,
3.0,0.0,307.0,307.0,0.0,0.0
,3.0,3708.0,3708.0,218.0,218.0
19.0,0.0,1914.0,1914.0,0.0,0.0
24.0,0.0,2235.0,2235.0,0.0,0.0
15.0,0.0,1452.0,1452.0,0.0,0.0
,0.0,277.0,277.0,0.0,0.0
32.0,0.0,3083.0,3083.0,0.0,0.0
,0.0,,,0.0,0.0
17.0,,1618.0,1618.0,,
17.0,,,,,
,,,,,
292.0,,28711.0,28552.0,,
,,318.0,318.0,,
46.0,0.0,4395.0,4395.0,0.0,0.0
42.0,0.0,4007.0,4006.0,0.0,0.0
42.0,0.0,4007.0,4006.0,0.0,0.0
23.0,0.0,2205.0,2204.0,0.0,0.0
,0.0,4144.0,4144.0,0.0,0.0
8.0,0.0,891.0,891.0,0.0,0.0
,0.0,2745.0,2745.0,0.0,0.0
,0.0,,,0.0,0.0
19.0,0.0,1802.0,1802.0,0.0,0.0
,,1997.0,1997.0,,
3.0,0.0,318.0,318.0,0.0,0.0
,0.0,,,0.0,0.0
,0.0,,,0.0,0.0
248.0,4.0,22355.0,22344.0,320.0,320.0
202.0,,16861.0,16856.0,,
27.0,,1962.0,1960.0,,
,0.0,1757.0,1757.0,0.0,0.0
,0.0,1391.0,1391.0,0.0,0.0
11.0,0.0,1134.0,1134.0,0.0,0.0
95.0,0.0,8702.0,8701.0,0.0,0.0
34.0,,3284.0,3284.0,,
0.0,0.0,0.0,0.0,0.0,0.0
,0.0,660.0,660.0,0.0,0.0
413.0,4.0,35751.0,35743.0,295.0,
19.0,0.0,1771.0,1771.0,0.0,0.0
17.0,0.0,1785.0,1785.0,0.0,0.0
39.0,,3884.0,3883.0,,
3160.0,35.0,301762.0,301528.0,2583.0,2583.0
48.0,,4278.0,4276.0,,
226.0,0.0,24570.0,24560.0,0.0,0.0
5.0,0.0,423.0,423.0,0.0,0.0
,0.0,3771.0,3769.0,0.0,0.0
11.0,0.0,1145.0,1145.0,0.0,0.0
24.0,0.0,2425.0,2425.0,0.0,0.0
4.0,0.0,373.0,373.0,0.0,0.0
9.0,0.0,,,0.0,0.0
,0.0,,,0.0,0.0
11.0,0.0,1179.0,1179.0,0.0,0.0
153.0,3.0,15625.0,15625.0,239.0,239.0
7.0,0.0,621.0,621.0,0.0,0.0
,0.0,898.0,898.0,0.0,0.0
4.0,0.0,375.0,375.0,0.0,0.0
4.0,0.0,375.0,375.0,0.0,0.0
52.0,,5372.0,5372.0,,
36.0,0.0,3461.0,3461.0,0.0,0.0
,0.0,,,0.0,0.0
298.0,,28175.0,28173.0,,
72.0,0.0,5900.0,5900.0,0.0,0.0
783.0,,69826.0,69816.0,,501.0
23.0,0.0,2276.0,2276.0,0.0,0.0
3692.0,337.0,45828.0,43586.0,922.0,712.0
19062.0,1813.0,157946.0,147583.0,5894.0,4907.0
6991.0,520.0,30323.0,25662.0,571.0,259.0
3313.0,274.0,38899.0,37984.0,268.0,206.0
84.0,4.0,8113.0,8103.0,,
1350.0,141.0,44525.0,44323.0,346.0,320.0
551.0,69.0,4423.0,4415.0,37.0,36.0
12500.0,1865.0,46371.0,42966.0,1830.0,1234.0
18797.0,2049.0,148707.0,139822.0,2580.0,1627.0
1706.0,265.0,6407.0,5721.0,,
1926.0,274.0,10389.0,9634.0,,
96.0,7.0,9920.0,9911.0,,
9073.0,828.0,32584.0,29592.0,1003.0,707.0
9470.0,857.0,37574.0,34465.0,1024.0,723.0
12190.0,1306.0,40867.0,32129.0,2944.0,
3493.0,262.0,20734.0,18875.0,299.0,138.0
350314.0,36577.0,2152773.0,1956295.0,54410.0,32620.0
1218.0,218.0,7358.0,6826.0,271.0,
487.0,90.0,443.0,374.0,37.0,24.0
2515.0,395.0,29934.0,27960.0,731.0,391.0
22.0,,389.0,385.0,0.0,0.0
326.0,56.0,2600.0,2494.0,64.0,39.0
4997.0,546.0,29910.0,29000.0,652.0,498.0
65.0,8.0,1398.0,1392.0,12.0,10.0
3510.0,553.0,27203.0,26299.0,507.0,292.0
10927.0,1449.0,72530.0,70143.0,1761.0,1302.0
10927.0,1449.0,72530.0,70143.0,1761.0,1302.0
62664.0,8476.0,157349.0,115911.0,10107.0,3678.0
6944.0,860.0,9290.0,3106.0,,40.0
15080.0,1250.0,182682.0,173743.0,3216.0,
15080.0,1250.0,182682.0,173743.0,3216.0,
760.0,98.0,10918.0,10877.0,27.0,19.0
1691.0,187.0,52177.0,51871.0,404.0,362.0
11213.0,,60190.0,58929.0,3363.0,3218.0
14999.0,,114993.0,112737.0,3681.0,3465.0
2046.0,237.0,54669.0,54020.0,415.0,285.0
15370.0,1476.0,112118.0,103997.0,4972.0,4195.0
2267.0,213.0,40089.0,38913.0,206.0,91.0
412.0,29.0,9124.0,8922.0,,
15430.0,1627.0,102503.0,89219.0,2129.0,827.0
21539.0,1958.0,244796.0,229102.0,3086.0,1566.0
247.0,30.0,16569.0,16519.0,27.0,18.0
13912.0,1775.0,119087.0,116050.0,2114.0,1541.0
14159.0,1805.0,135656.0,132569.0,2141.0,1559.0
708.0,122.0,10952.0,10731.0,120.0,77.0
17075.0,2228.0,122763.0,118075.0,,
473.0,33.0,15904.0,15824.0,50.0,41.0
118.0,11.0,284.0,218.0,8.0,
19101.0,980.0,56334.0,40007.0,1315.0,511.0
3449.0,222.0,6232.0,3338.0,281.0,97.0
211.0,30.0,769.0,732.0,14.0,12.0
64.0,,180.0,155.0,6.0,
4952.0,278.0,20732.0,15072.0,397.0,138.0
11943.0,798.0,51055.0,40734.0,968.0,397.0
263.0,15.0,2369.0,2282.0,,12.0
11949.0,1796.0,41948.0,38551.0,1793.0,1198.0
229.0,,22436.0,22423.0,124.0,120.0
395.0,66.0,11502.0,11390.0,202.0,174.0
402.0,48.0,20409.0,20334.0,38.0,25.0
284.0,34.0,5218.0,5167.0,35.0,25.0
634.0,65.0,11886.0,11782.0,89.0,
1159.0,149.0,10046.0,9449.0,176.0,70.0
473.0,31.0,9058.0,8958.0,25.0,16.0
16894.0,1700.0,236067.0,228526.0,2316.0,1354.0
220.0,9.0,3982.0,3913.0,,
452.0,38.0,3014.0,2922.0,56.0,44.0
781.0,128.0,4752.0,4307.0,125.0,32.0
2690.0,405.0,21978.0,20777.0,547.0,347.0
607.0,55.0,1755.0,1541.0,,122.0
236.0,28.0,2715.0,2648.0,44.0,34.0
2355.0,342.0,14019.0,13452.0,590.0,502.0
14814.0,1818.0,38086.0,25440.0,2520.0,956.0
8842.0,1055.0,15885.0,10256.0,1024.0,317.0
3288.0,389.0,7557.0,6199.0,353.0,199.0
479.0,62.0,2485.0,2269.0,73.0,38.0
1480.0,138.0,8994.0,8327.0,132.0,47.0
1859.0,207.0,2355.0,780.0,208.0,22.0
2843.0,410.0,7547.0,6072.0,1037.0,818.0
2804.0,428.0,19050.0,16629.0,619.0,233.0
275.0,31.0,6803.0,6688.0,124.0,110.0
46742.0,5060.0,172685.0,148253.0,,
266.0,26.0,3771.0,3639.0,,
1673.0,168.0,14367.0,14005.0,147.0,95.0
15603.0,1424.0,30866.0,22296.0,1202.0,438.0
15603.0,1424.0,30866.0,22296.0,1202.0,438.0
4941.0,363.0,14375.0,13424.0,192.0,128.0
5944.0,595.0,15179.0,13592.0,243.0,165.0
183.0,8.0,2108.0,2044.0,,
5218.0,532.0,11385.0,10075.0,205.0,140.0
332.0,25.0,917.0,741.0,,
10175.0,971.0,16048.0,8498.0,973.0,286.0
1652.0,150.0,7579.0,6796.0,216.0,130.0
1659.0,,3077.0,1800.0,217.0,91.0
655.0,87.0,6186.0,6099.0,69.0,50.0
192.0,33.0,658.0,562.0,31.0,10.0
1004.0,50.0,51107.0,50868.0,480.0,454.0
4379.0,330.0,95313.0,93115.0,1138.0,970.0
978.0,38.0,16681.0,16302.0,295.0,282.0
1310.0,62.0,7376.0,6689.0,77.0,48.0
2831.0,183.0,12193.0,10285.0,377.0,271.0
913.0,76.0,4244.0,3913.0,100.0,71.0
8390.0,515.0,63664.0,59961.0,838.0,551.0
2720.0,145.0,21267.0,20103.0,264.0,184.0
350.0,55.0,647.0,348.0,67.0,22.0
1838.0,332.0,3549.0,2477.0,260.0,74.0
23709.0,1736.0,224934.0,213193.0,3416.0,2473.0
847.0,120.0,6844.0,6661.0,100.0,60.0
618.0,38.0,8031.0,7824.0,78.0,
1011.0,80.0,15118.0,14730.0,210.0,174.0
268479.0,26172.0,1734764.0,1587661.0,41786.0,27437.0
6290.0,673.0,38766.0,33792.0,1076.0,527.0
5105.0,281.0,91186.0,89015.0,477.0,285.0
3038.0,351.0,4803.0,2655.0,348.0,79.0
4571.0,402.0,20084.0,17819.0,455.0,252.0
397.0,29.0,4990.0,4873.0,21.0,16.0
658.0,53.0,13596.0,13485.0,,
105.0,18.0,4937.0,4900.0,14.0,8.0
821.0,93.0,2890.0,2393.0,99.0,28.0
657.0,108.0,1170.0,622.0,115.0,17.0
233.0,20.0,3859.0,3770.0,16.0,5.0
24127.0,1576.0,104443.0,85189.0,2207.0,948.0
692.0,47.0,3004.0,2791.0,27.0,14.0
1171.0,109.0,5489.0,5060.0,100.0,52.0
1214.0,91.0,4567.0,3537.0,216.0,156.0
1214.0,91.0,4567.0,3537.0,216.0,156.0
1902.0,147.0,18404.0,17970.0,251.0,187.0
1065.0,93.0,10661.0,10398.0,118.0,88.0
224.0,14.0,735.0,672.0,,
13711.0,1012.0,111782.0,107935.0,1254.0,905.0
9372.0,680.0,36137.0,30364.0,919.0,450.0
46792.0,3428.0,372853.0,351492.0,5589.0,3828.0
1240.0,160.0,6129.0,5389.0,238.0,130.0
2903.0,321.0,4756.0,2586.0,368.0,
15540.0,1703.0,45571.0,35833.0,3909.0,2944.0
6661.0,,11244.0,6793.0,,
2963.0,,4927.0,4024.0,,
49.0,4.0,108.0,98.0,,
1071.0,,1766.0,1570.0,,
502.0,,393.0,386.0,,
12022.0,1854.0,14964.0,11573.0,1562.0,
17424.0,2020.0,23202.0,14379.0,1763.0,810.0
1594.0,265.0,2021.0,1337.0,,
1788.0,,2342.0,1589.0,,
81.0,7.0,124.0,,,
8571.0,819.0,13035.0,10064.0,824.0,
8904.0,848.0,13625.0,10537.0,845.0,
11558.0,1301.0,16254.0,7565.0,,280.0
3128.0,,5359.0,3507.0,,
323896.0,36179.0,532438.0,340093.0,39128.0,17379.0
1139.0,,1576.0,1048.0,,107.0
480.0,90.0,281.0,212.0,37.0,24.0
2306.0,385.0,3560.0,1616.0,492.0,
18.0,,12.0,8.0,0.0,0.0
299.0,56.0,341.0,236.0,64.0,39.0
4721.0,543.0,6872.0,5962.0,,
49.0,8.0,92.0,86.0,12.0,10.0
3223.0,,4096.0,3192.0,,
10176.0,1437.0,14060.0,11675.0,1351.0,892.0
10176.0,1437.0,14060.0,11675.0,1351.0,892.0
60553.0,8433.0,91798.0,50462.0,9102.0,2674.0
6880.0,860.0,7453.0,1274.0,,40.0
13978.0,1246.0,26256.0,17477.0,,354.0
13978.0,1246.0,26256.0,17477.0,,354.0
737.0,98.0,405.0,364.0,27.0,19.0
1373.0,179.0,2207.0,1908.0,,
10773.0,,7425.0,6172.0,,
14113.0,,12947.0,10711.0,,
1578.0,,3008.0,2368.0,,
12637.0,1382.0,40815.0,33247.0,3541.0,
2043.0,213.0,3708.0,2535.0,206.0,91.0
356.0,,744.0,544.0,21.0,12.0
14766.0,1617.0,25602.0,13250.0,1962.0,671.0
18656.0,1933.0,35803.0,21286.0,2396.0,889.0
217.0,30.0,275.0,225.0,27.0,18.0
12756.0,1761.0,18040.0,15006.0,1676.0,1103.0
12973.0,1791.0,18315.0,15231.0,1703.0,1121.0
652.0,,815.0,,,
15824.0,2190.0,20996.0,16312.0,,
377.0,,595.0,515.0,,
114.0,11.0,156.0,90.0,8.0,
18367.0,973.0,24706.0,8474.0,1074.0,271.0
3391.0,222.0,5161.0,2271.0,281.0,97.0
198.0,30.0,173.0,136.0,14.0,12.0
59.0,,74.0,49.0,6.0,
4631.0,,9812.0,5069.0,,
11292.0,,21056.0,11862.0,,
218.0,15.0,459.0,373.0,,12.0
11520.0,,14571.0,11187.0,,943.0
163.0,25.0,221.0,210.0,,
311.0,,482.0,370.0,,
337.0,48.0,488.0,413.0,38.0,25.0
228.0,,379.0,328.0,,
470.0,65.0,959.0,855.0,89.0,
1006.0,,1916.0,1320.0,,
335.0,31.0,756.0,658.0,25.0,16.0
14647.0,,25869.0,18360.0,1824.0,862.0
194.0,,321.0,252.0,,0.0
393.0,,740.0,651.0,,
723.0,128.0,976.0,531.0,125.0,32.0
2487.0,399.0,3442.0,2246.0,364.0,
576.0,,782.0,569.0,38.0,
214.0,,344.0,278.0,,
2183.0,,3000.0,2435.0,316.0,228.0
14455.0,1814.0,27169.0,14610.0,2457.0,893.0
8662.0,1055.0,10689.0,5066.0,1024.0,317.0
3175.0,389.0,4132.0,2777.0,353.0,199.0
452.0,,545.0,330.0,,
1336.0,138.0,2325.0,1658.0,132.0,47.0
1851.0,207.0,2118.0,543.0,208.0,22.0
2735.0,387.0,2878.0,1403.0,,107.0
2698.0,424.0,4277.0,1872.0,500.0,
215.0,,462.0,349.0,,
44523.0,5033.0,66049.0,42857.0,,
223.0,,268.0,,21.0,
1478.0,168.0,2167.0,1805.0,147.0,95.0
15310.0,,16477.0,7946.0,,
15310.0,,16477.0,7946.0,,
4756.0,,5128.0,4185.0,,
5651.0,,5225.0,3644.0,,
156.0,8.0,217.0,153.0,,
4983.0,,4327.0,3022.0,,
314.0,25.0,508.0,333.0,,
10074.0,,11068.0,3549.0,,
1554.0,,2679.0,1898.0,,
1640.0,,2467.0,1193.0,217.0,91.0
582.0,,789.0,702.0,,
177.0,33.0,204.0,109.0,31.0,10.0
441.0,42.0,813.0,620.0,59.0,33.0
3125.0,305.0,8102.0,6080.0,,
591.0,27.0,1697.0,1356.0,52.0,39.0
1206.0,62.0,2678.0,2000.0,77.0,48.0
2570.0,175.0,5871.0,4014.0,,
850.0,,1603.0,1275.0,,
7297.0,506.0,18483.0,14833.0,678.0,391.0
2412.0,,6000.0,4846.0,,
340.0,55.0,490.0,193.0,67.0,22.0
1797.0,332.0,2174.0,1103.0,260.0,74.0
20188.0,1680.0,47098.0,35700.0,2233.0,
759.0,,993.0,811.0,,
516.0,,1107.0,906.0,,16.0
845.0,77.0,1725.0,1345.0,95.0,
246662.0,25832.0,411913.0,268804.0,,
5996.0,663.0,9062.0,4123.0,837.0,
3449.0,274.0,9388.0,7416.0,375.0,185.0
2992.0,351.0,3716.0,1570.0,348.0,79.0
4104.0,,7598.0,5374.0,419.0,216.0
333.0,29.0,590.0,473.0,21.0,16.0
560.0,,808.0,697.0,56.0,43.0
88.0,18.0,97.0,60.0,14.0,8.0
760.0,93.0,1204.0,707.0,99.0,28.0
644.0,108.0,723.0,176.0,115.0,17.0
193.0,20.0,282.0,196.0,16.0,5.0
23018.0,1561.0,31867.0,12727.0,1741.0,483.0
620.0,47.0,996.0,783.0,27.0,14.0
1072.0,,1541.0,1113.0,,
1096.0,88.0,2380.0,1419.0,176.0,116.0
1096.0,88.0,2380.0,1419.0,176.0,116.0
1667.0,143.0,2472.0,2041.0,145.0,81.0
904.0,,1713.0,1452.0,,
205.0,14.0,288.0,,,
11739.0,,23150.0,19341.0,,521.0
8696.0,,16607.0,10867.0,,
40623.0,3359.0,86855.0,65908.0,3965.0,2205.0
1128.0,,2017.0,1280.0,,
188.0,,2626.0,2586.0,,
2201.0,5.0,29329.0,28771.0,,55.0
218.0,,2851.0,2748.0,,
164.0,,2161.0,2153.0,,
7.0,,106.0,106.0,,
79.0,,1108.0,1106.0,,
23.0,,308.0,307.0,,
249.0,,3291.0,3282.0,,
564.0,,7729.0,7692.0,,
52.0,,,,,
62.0,,849.0,,,
,,96.0,96.0,,
306.0,,4143.0,4128.0,,
335.0,,4542.0,4527.0,,
280.0,,3686.0,3658.0,,
167.0,,2216.0,2210.0,,
13930.0,22.0,187036.0,184035.0,293.0,284.0
31.0,,409.0,405.0,,
,,,,,
75.0,,,,,
,,,,,
12.0,,,,,
117.0,,1609.0,1609.0,,
6.0,,79.0,79.0,,
119.0,,1603.0,1602.0,,
317.0,,4296.0,4293.0,,
317.0,,4296.0,4293.0,,
1345.0,,17887.0,17788.0,,
41.0,,503.0,499.0,,
390.0,,5231.0,5129.0,,
390.0,,5231.0,5129.0,,
16.0,,203.0,203.0,,
92.0,,1276.0,1274.0,,
197.0,,2651.0,2649.0,,
393.0,,5249.0,5239.0,,
152.0,,2004.0,1997.0,,
2013.0,5.0,26703.0,26185.0,,55.0
102.0,,1392.0,1384.0,,
23.0,,,,,
506.0,,6408.0,5585.0,,
1354.0,,18444.0,17451.0,,
10.0,,148.0,148.0,,
479.0,,6464.0,6461.0,,
489.0,,6612.0,6609.0,,
29.0,,383.0,381.0,,
529.0,,7241.0,7236.0,,
32.0,,437.0,437.0,,
,,,,,
441.0,,5938.0,5865.0,,
44.0,,609.0,604.0,,
5.0,,,,,
,,,,,
227.0,,2984.0,2557.0,,
445.0,,5835.0,5305.0,,
19.0,,259.0,259.0,,
226.0,,2983.0,2975.0,,
12.0,,168.0,168.0,,
11.0,,170.0,170.0,,
21.0,,303.0,303.0,,
24.0,,335.0,335.0,,
54.0,,725.0,725.0,,
63.0,,883.0,882.0,,
37.0,,505.0,504.0,,
863.0,,11616.0,11585.0,,
10.0,,,,,
23.0,,,,,
24.0,,322.0,322.0,,
79.0,,1054.0,1050.0,,
17.0,,217.0,217.0,,
9.0,,,,,
75.0,,1005.0,1003.0,,
269.0,,3417.0,3353.0,,
106.0,,1482.0,1475.0,,
59.0,,846.0,844.0,,
17.0,,,,,
66.0,,860.0,860.0,,
7.0,,,,,
51.0,,,,,
55.0,,,,,
23.0,,307.0,305.0,,
1332.0,4.0,17746.0,17133.0,57.0,57.0
6.0,,,,,
85.0,,1186.0,1186.0,,
182.0,,2419.0,2390.0,,
182.0,,2419.0,2390.0,,
113.0,,1515.0,1510.0,,
154.0,,,,,
10.0,,,,,
128.0,,,,,
11.0,,,,,
,,,,,
47.0,,630.0,626.0,,
13.0,,180.0,179.0,,
35.0,,449.0,449.0,,
6.0,,68.0,67.0,,
66.0,,925.0,919.0,,
577.0,,8035.0,7911.0,,
200.0,,2860.0,2827.0,,
70.0,,921.0,912.0,,
196.0,,2576.0,2530.0,,
41.0,,,,,
804.0,,10518.0,10470.0,,
200.0,,2641.0,2626.0,,
,,,,,
,,413.0,410.0,,
2131.0,3.0,28647.0,28362.0,40.0,
41.0,,517.0,516.0,,
39.0,,523.0,522.0,,
62.0,,830.0,827.0,,
11610.0,,155994.0,153126.0,,
131.0,,1805.0,1782.0,,
782.0,,11111.0,10947.0,,
32.0,,420.0,418.0,,
197.0,,,,,
29.0,,399.0,399.0,,
41.0,,558.0,558.0,,
4.0,,,,,
36.0,,478.0,478.0,,
8.0,,,,,
15.0,,204.0,201.0,,
605.0,,8187.0,8099.0,,
29.0,,386.0,386.0,,
46.0,,,,,
94.0,,1230.0,,,
94.0,,1230.0,,,
93.0,,,,,
73.0,,,,,
,,,,,
952.0,,12829.0,12801.0,,
415.0,,5660.0,5633.0,,
3498.0,3.0,47136.0,46796.0,40.0,
52.0,,686.0,685.0,,
281.0,,8879.0,8857.0,,
1025.0,,29715.0,29620.0,,
74.0,,2164.0,2118.0,,
95.0,,2918.0,2918.0,,
9.0,,317.0,317.0,,
79.0,,2409.0,2407.0,,
17.0,,468.0,468.0,,
172.0,,5248.0,5247.0,,
439.0,,13194.0,13176.0,,
33.0,,1016.0,1016.0,,
40.0,,,1258.0,,
3.0,,77.0,77.0,,
161.0,,4845.0,4834.0,,
178.0,,5350.0,5339.0,,
148.0,,4323.0,4317.0,,
127.0,,3727.0,3725.0,,
8214.0,,244494.0,243586.0,,
27.0,,830.0,830.0,,
,,,,,
80.0,,2440.0,2431.0,,
,,,,,
4.0,,110.0,110.0,,
80.0,,2364.0,2364.0,,
6.0,,,,,
99.0,,2994.0,2994.0,,
260.0,,7853.0,7853.0,,
260.0,,7853.0,7853.0,,
653.0,,19238.0,19227.0,,
17.0,,492.0,492.0,,
201.0,,5687.0,5662.0,,
201.0,,5687.0,5662.0,,
3.0,,89.0,89.0,,
97.0,,3024.0,3021.0,,
147.0,,4392.0,4389.0,,
268.0,,8081.0,8078.0,,
145.0,,4450.0,4447.0,,
744.0,,20836.0,20763.0,,
63.0,,1870.0,1870.0,,
12.0,,410.0,410.0,,
117.0,,3405.0,3219.0,,
962.0,,28817.0,28560.0,,
7.0,,223.0,223.0,,
395.0,,12062.0,12062.0,,
402.0,,12285.0,12285.0,,
15.0,,482.0,482.0,,
432.0,,13023.0,13023.0,,
26.0,,771.0,771.0,,
,,,,,
253.0,,7385.0,7358.0,,
15.0,,404.0,404.0,,
4.0,,121.0,121.0,,
,,,,,
88.0,,2584.0,2327.0,,
162.0,,4748.0,4445.0,,
12.0,,330.0,329.0,,
155.0,,4780.0,4779.0,,
7.0,,199.0,199.0,,
32.0,,1100.0,1100.0,,
15.0,,474.0,474.0,,
14.0,,435.0,435.0,,
53.0,,1654.0,1654.0,,
51.0,,1587.0,1587.0,,
52.0,,1818.0,1818.0,,
711.0,,21978.0,21971.0,,
7.0,,,242.0,,
26.0,,740.0,740.0,,
15.0,,434.0,434.0,,
62.0,,1910.0,1909.0,,
11.0,,329.0,328.0,,
12.0,,386.0,385.0,,
75.0,,,,,
,,,,,
56.0,,1697.0,1696.0,,
38.0,,1170.0,1169.0,,
7.0,,194.0,193.0,,
44.0,,1365.0,1365.0,,
,,,,,
39.0,,1192.0,1192.0,,
40.0,,1218.0,1212.0,,
,,,,,
666.0,,20033.0,19704.0,,
25.0,,818.0,818.0,,
62.0,,1780.0,1780.0,,
81.0,,2531.0,2522.0,,
81.0,,2531.0,2522.0,,
53.0,,1683.0,1680.0,,
96.0,,2792.0,2791.0,,
,,157.0,157.0,,
80.0,,2361.0,2360.0,,
,,153.0,153.0,,
,,,,,
35.0,,1142.0,1141.0,,
,,,,,
22.0,,711.0,711.0,,
7.0,,207.0,207.0,,
210.0,,7300.0,7271.0,,
477.0,,14283.0,14228.0,,
170.0,,4928.0,4920.0,,
30.0,,,,,
75.0,,,,,
18.0,,,,,
260.0,,7291.0,7280.0,,
85.0,,2532.0,2531.0,,
,,,,,
,,392.0,392.0,,
1129.0,,33073.0,32983.0,,
29.0,,918.0,918.0,,
40.0,,1208.0,1205.0,,
62.0,,1834.0,1831.0,,
6773.0,9.0,200988.0,200098.0,,
99.0,,2954.0,2945.0,,
635.0,,18112.0,18070.0,,
13.0,,399.0,399.0,,
107.0,,3091.0,3086.0,,
17.0,,505.0,505.0,,
31.0,,898.0,898.0,,
6.0,,229.0,229.0,,
18.0,,,,,
,,,,,
,,311.0,311.0,,
393.0,,11698.0,11665.0,,
16.0,,486.0,486.0,,
23.0,,680.0,679.0,,
29.0,,,801.0,,
29.0,,,801.0,,
88.0,,2734.0,2734.0,,
48.0,,1461.0,1461.0,,
9.0,,284.0,284.0,,
729.0,,22164.0,22154.0,,
225.0,,6629.0,6621.0,,
2083.0,,61866.0,61758.0,,
41.0,,1225.0,1224.0,,
11.0,,4624.0,4624.0,,
37.0,,20658.0,20658.0,,
11.0,,14243.0,14207.0,,
33.0,,21382.0,21381.0,,
6.0,,6206.0,6206.0,,
43.0,,32813.0,32813.0,,
3.0,,2133.0,2133.0,,
14.0,,15412.0,15412.0,,
102.0,,80386.0,80385.0,,
,,,,,
,,,,,
,,,,,
11.0,,4971.0,4971.0,,
16.0,,7153.0,7153.0,,
6.0,,6225.0,6225.0,,
6.0,,2374.0,2374.0,,
778.0,,656178.0,656020.0,,
7.0,,2801.0,2801.0,,
,,,,,
,,,,,
,,,,,
,,,,,
15.0,,12965.0,12965.0,,
,,,,,
16.0,,11215.0,11215.0,,
38.0,,31009.0,31009.0,,
38.0,,31009.0,31009.0,,
26.0,,15084.0,15084.0,,
,,,,,
16.0,,28308.0,28308.0,,
16.0,,28308.0,28308.0,,
,,10525.0,10525.0,,
53.0,,40481.0,40481.0,,
23.0,,34988.0,34988.0,,
71.0,,68580.0,68579.0,,
57.0,,30886.0,30886.0,,
26.0,,16034.0,16034.0,,
31.0,,32110.0,32110.0,,
,,,,,
22.0,,20096.0,20096.0,,
70.0,,42151.0,42146.0,,
7.0,,15247.0,15247.0,,
66.0,,60746.0,60746.0,,
73.0,,75993.0,75993.0,,
,,10761.0,10761.0,,
65.0,,57595.0,57595.0,,
15.0,,12210.0,12210.0,,
,,,,,
5.0,,7651.0,7651.0,,
,,,,,
,,,,,
,,,,,
5.0,,2330.0,2215.0,,
16.0,,16573.0,16422.0,,
,,,,,
11.0,,13279.0,13279.0,,
28.0,,20740.0,20740.0,,
10.0,,6368.0,6368.0,,
11.0,,17235.0,17235.0,,
3.0,,1421.0,1421.0,,
8.0,,3779.0,3779.0,,
6.0,,2558.0,2558.0,,
4.0,,1683.0,1683.0,,
174.0,,123687.0,123687.0,,
,,,,,
,,,,,
3.0,,1071.0,1071.0,,
16.0,,10078.0,10078.0,,
,,,,,
,,2632.0,2632.0,,
,,,,,
6.0,,4151.0,4151.0,,
,,,,,
,,,,,
,,,,,
4.0,,1582.0,1582.0,,
,,,,,
5.0,,,,,
,,12479.0,12479.0,,
5.0,,3868.0,3868.0,,
55.0,,43440.0,43289.0,,
,,,,,
7.0,,5367.0,5367.0,,
5.0,,3630.0,3630.0,,
5.0,,3630.0,3630.0,,
5.0,,3630.0,3630.0,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
3.0,,1144.0,1144.0,,
,,,,,
5.0,,2785.0,2785.0,,
,,,,,
23.0,,12088.0,12087.0,,
20.0,,51347.0,51347.0,,
4.0,,5500.0,5500.0,,
,,,,,
,,,,,
,,,,,
19.0,,18775.0,18775.0,,
14.0,,8532.0,8532.0,,
,,,,,
,,,,,
62.0,,86545.0,86545.0,,
5.0,,2785.0,2785.0,,
5.0,,3213.0,3213.0,,
10.0,,7081.0,7081.0,,
565.0,,504013.0,503855.0,,
