active_enterprises,enterprise_births,persons_engaged_in_active_enterprises,employees_in_active_enterprises,persons_engaged_in_birthed_enterprises,employees_in_birthed_enterprises
61.0,,47890.0,47890.0,,
26.0,,37005.0,37005.0,,
77.0,,75964.0,75964.0,,
60.0,,33491.0,33491.0,,
34.0,,26413.0,26413.0,,
36.0,,38113.0,38113.0,,
,,5806.0,5806.0,,
25.0,,20498.0,20498.0,,
73.0,,45085.0,45085.0,,
8.0,,16843.0,16843.0,,
77.0,,71659.0,71659.0,,
85.0,,88502.0,88502.0,,
,,13274.0,13274.0,,
73.0,,67119.0,67119.0,,
15.0,,15547.0,15547.0,,
,,,,,
7.0,,9286.0,9286.0,,
,,,,,
,,,,,
,,,,,
5.0,,2693.0,2493.0,,
16.0,,21718.0,21478.0,,
,,,,,
20.0,,18130.0,18130.0,,
29.0,,24497.0,24497.0,,
11.0,,7105.0,7105.0,,
13.0,,19259.0,19259.0,,
4.0,,1991.0,1991.0,,
9.0,,4382.0,4382.0,,
6.0,,2603.0,2603.0,,
4.0,,1901.0,1901.0,,
197.0,,142153.0,142153.0,,
,,,,,
,,,,,
4.0,,,,,
23.0,,12075.0,12075.0,,
,,,,,
,,2847.0,2847.0,,
,,,,,
4.0,,3448.0,3448.0,,
,,,,,
,,,,,
,,,,,
4.0,,1382.0,1382.0,,
,,,,,
,,,,,
8.0,,12290.0,12290.0,,
8.0,,4991.0,4991.0,,
77.0,,60229.0,59989.0,,
,,,,,
9.0,,7846.0,7846.0,,
9.0,,5424.0,5424.0,,
9.0,,5424.0,5424.0,,
,,,,,
,,,,,
3.0,,1052.0,1052.0,,
,,,,,
,,,,,
,,,,,
6.0,,1793.0,1793.0,,
,,,,,
,,,,,
,,,,,
22.0,,13870.0,13870.0,,
21.0,,53760.0,53760.0,,
5.0,,7047.0,7047.0,,
3.0,,1732.0,1732.0,,
,,,,,
,,,,,
24.0,,22468.0,22468.0,,
13.0,,8377.0,8377.0,,
,,,,,
,,,,,
70.0,,94663.0,94663.0,,
,,4444.0,4444.0,,
5.0,,3283.0,3283.0,,
13.0,,8274.0,8274.0,,
695.0,,602549.0,602306.0,,
21.0,,27007.0,27007.0,,
26.0,,10717.0,10717.0,,
,,,,,
4.0,,,,,
5.0,,2469.0,2469.0,,
8.0,,,,,
,,5641.0,5641.0,,
,,,,,
,,,,,
,,,,,
33.0,,39858.0,39858.0,,
,,,,,
,,,,,
,,,,,
,,,,,
13.0,,9081.0,9081.0,,
5.0,,,,,
,,,,,
47.0,,30082.0,30080.0,,
6.0,,2268.0,2268.0,,
123.0,,127013.0,127011.0,,
,,,,,
428.0,,46156.0,46138.0,,
768.0,8.0,74923.0,74896.0,684.0,682.0
39.0,,4019.0,4002.0,,
83.0,,9452.0,9446.0,,
,,854.0,854.0,,
101.0,,11427.0,11426.0,,
15.0,,1554.0,1554.0,,
101.0,,9709.0,9709.0,,
342.0,,35906.0,35900.0,,
,,1554.0,1554.0,,
21.0,,2102.0,2102.0,,
5.0,,511.0,511.0,,
91.0,,9299.0,9299.0,,
109.0,,11073.0,11073.0,,
85.0,,8059.0,8057.0,,
81.0,,8093.0,8093.0,,
4662.0,,455795.0,455462.0,,
23.0,3.0,2567.0,2567.0,249.0,249.0
,,,,,
,,4490.0,4487.0,,
,,,,,
,,1361.0,1361.0,,
74.0,,7376.0,7376.0,,
,,501.0,501.0,,
82.0,,8229.0,8228.0,,
205.0,,20731.0,20730.0,,
205.0,,20731.0,20730.0,,
272.0,3.0,23673.0,23672.0,294.0,294.0
,,550.0,550.0,,
78.0,,6907.0,6904.0,,
78.0,,6907.0,6904.0,,
,,534.0,534.0,,
119.0,4.0,13264.0,13263.0,386.0,386.0
87.0,,8158.0,8156.0,,
189.0,,19418.0,19410.0,,
162.0,,17911.0,17908.0,,
340.0,,28767.0,28758.0,,
43.0,,4132.0,4132.0,,
,,1037.0,1037.0,,
79.0,,7432.0,7415.0,,
485.0,,47661.0,47624.0,,
6.0,,713.0,713.0,,
307.0,,31171.0,31170.0,,
313.0,,31884.0,31883.0,,
,,1834.0,1834.0,,
329.0,17.0,32879.0,32878.0,1326.0,1326.0
19.0,,1808.0,1808.0,,
,,,,,
95.0,,9521.0,9521.0,,
4.0,,282.0,282.0,,
,,,,,
,,,,,
28.0,,3063.0,2851.0,,
67.0,,7082.0,6853.0,,
5.0,,568.0,568.0,,
86.0,,8155.0,8155.0,,
27.0,,2998.0,2996.0,,
28.0,,2754.0,2754.0,,
17.0,,2124.0,2124.0,,
16.0,,1708.0,1708.0,,
50.0,,5540.0,5540.0,,
34.0,,3724.0,3724.0,,
50.0,,5559.0,5559.0,,
603.0,,63698.0,63693.0,,
,,548.0,548.0,,
,,712.0,712.0,,
16.0,,1898.0,1898.0,,
54.0,,5884.0,5884.0,,
,,565.0,565.0,,
7.0,,805.0,805.0,,
,,4625.0,4625.0,,
,,,,,
,,2951.0,2951.0,,
,,2295.0,2295.0,,
,,,,,
27.0,,2549.0,2549.0,,
,,,,,
,17.0,3359.0,3359.0,1326.0,1326.0
17.0,,1419.0,1419.0,,
,,,,,
361.0,,35672.0,35443.0,,
,,350.0,350.0,,
43.0,,4488.0,4488.0,,
36.0,,3076.0,3076.0,,
36.0,,3076.0,3076.0,,
,,1953.0,1953.0,,
,,4162.0,4162.0,,
6.0,,843.0,843.0,,
,,2703.0,2703.0,,
,,,,,
12.0,,,,,
19.0,,1777.0,1777.0,,
,,,,,
21.0,,,,,
,,,,,
222.0,,20319.0,20306.0,,
198.0,,17109.0,17104.0,,
27.0,,2401.0,2399.0,,
22.0,,2239.0,2239.0,,
,,1851.0,1851.0,,
,,1232.0,1232.0,,
102.0,,9918.0,9918.0,,
43.0,,4068.0,4068.0,,
,,,,,
10.0,,1022.0,1022.0,,
436.0,,39840.0,39833.0,,
,,2134.0,2134.0,,
22.0,,2426.0,2425.0,,
50.0,,5258.0,5256.0,,
3734.0,,363159.0,362832.0,,
65.0,,6133.0,6130.0,,
184.0,,19910.0,19903.0,,
3.0,,275.0,275.0,,
64.0,,5904.0,5902.0,,
18.0,,1774.0,1774.0,,
20.0,,2117.0,2117.0,,
11.0,,1032.0,1032.0,,
12.0,,875.0,875.0,,
,,,,,
,,,,,
171.0,,17180.0,17180.0,,
11.0,,,,,
,,1205.0,1205.0,,
,,621.0,621.0,,
,,621.0,621.0,,
51.0,,5578.0,5578.0,,
39.0,,4019.0,4019.0,,
3.0,,151.0,151.0,,
347.0,,32260.0,32257.0,,
87.0,,7563.0,7559.0,,
870.0,,79663.0,79649.0,,
27.0,,2699.0,2699.0,,
4361.0,676.0,78686.0,76168.0,1563.0,1166.0
20941.0,2601.0,243192.0,232909.0,9649.0,8368.0
7205.0,472.0,40799.0,36250.0,722.0,436.0
3457.0,272.0,43665.0,42794.0,365.0,293.0
94.0,8.0,8772.0,8756.0,9.0,
1621.0,214.0,57614.0,57368.0,914.0,862.0
702.0,113.0,6889.0,6874.0,147.0,142.0
15589.0,2278.0,63979.0,59872.0,3219.0,2470.0
21516.0,2657.0,189255.0,179172.0,4692.0,3344.0
2022.0,361.0,7689.0,6846.0,418.0,214.0
2254.0,385.0,9728.0,8808.0,442.0,229.0
118.0,17.0,10075.0,10057.0,29.0,23.0
9988.0,890.0,41820.0,38805.0,1144.0,811.0
10435.0,935.0,47830.0,44700.0,1189.0,836.0
14382.0,2003.0,44302.0,33265.0,2476.0,844.0
3954.0,349.0,24485.0,22332.0,459.0,232.0
401359.0,47542.0,2345457.0,2119531.0,73751.0,44390.0
1703.0,298.0,9487.0,8891.0,680.0,
676.0,97.0,1190.0,1134.0,121.0,115.0
3214.0,519.0,38577.0,36045.0,830.0,370.0
24.0,,388.0,383.0,,
414.0,53.0,3969.0,3842.0,78.0,57.0
5479.0,559.0,34612.0,33571.0,661.0,471.0
89.0,13.0,1255.0,1244.0,23.0,21.0
3979.0,494.0,32220.0,31128.0,630.0,405.0
12417.0,1523.0,89174.0,86357.0,1901.0,1364.0
12417.0,1523.0,89174.0,86357.0,1901.0,1364.0
81043.0,11409.0,206446.0,150762.0,14131.0,5127.0
9128.0,1379.0,11643.0,3373.0,1491.0,236.0
13359.0,1643.0,67899.0,57841.0,2195.0,875.0
13359.0,1643.0,67899.0,57841.0,2195.0,875.0
970.0,124.0,13345.0,13305.0,144.0,133.0
2039.0,280.0,69164.0,68795.0,1104.0,1032.0
14680.0,2450.0,71596.0,70528.0,3207.0,2944.0
18570.0,2753.0,134477.0,132501.0,3648.0,3301.0
2451.0,277.0,62185.0,61313.0,463.0,302.0
16580.0,1925.0,164506.0,156741.0,8086.0,7202.0
2494.0,202.0,50231.0,49002.0,299.0,190.0
399.0,24.0,8421.0,8236.0,29.0,18.0
18201.0,2230.0,68543.0,53404.0,3054.0,1410.0
23584.0,2722.0,170772.0,153145.0,4284.0,2345.0
267.0,21.0,18295.0,18235.0,28.0,24.0
15815.0,,146244.0,142731.0,,
16082.0,,164539.0,160966.0,,
930.0,141.0,17383.0,17119.0,203.0,161.0
19810.0,2546.0,150301.0,144607.0,5360.0,4371.0
433.0,31.0,19216.0,19179.0,76.0,64.0
126.0,11.0,488.0,417.0,11.0,5.0
20067.0,1562.0,60334.0,43297.0,1861.0,472.0
3762.0,306.0,7332.0,4238.0,378.0,118.0
217.0,24.0,1024.0,986.0,24.0,19.0
74.0,,245.0,217.0,,
4998.0,313.0,21467.0,15617.0,442.0,155.0
12203.0,785.0,62266.0,51867.0,1164.0,591.0
217.0,28.0,1383.0,1295.0,76.0,58.0
14887.0,2165.0,57090.0,52998.0,3072.0,2328.0
247.0,28.0,28184.0,28169.0,29.0,25.0
483.0,66.0,11629.0,11464.0,77.0,46.0
417.0,32.0,22760.0,22676.0,39.0,32.0
299.0,29.0,5014.0,4964.0,83.0,77.0
717.0,70.0,13711.0,13571.0,90.0,58.0
1396.0,154.0,11309.0,10527.0,195.0,84.0
481.0,27.0,10310.0,10191.0,37.0,
19416.0,1957.0,272438.0,263472.0,2676.0,1517.0
232.0,24.0,2039.0,1962.0,24.0,15.0
494.0,41.0,3415.0,3308.0,51.0,35.0
959.0,175.0,5510.0,4918.0,370.0,237.0
3421.0,572.0,26220.0,24778.0,1161.0,879.0
665.0,91.0,2451.0,2213.0,102.0,
261.0,41.0,4480.0,4416.0,98.0,89.0
2870.0,457.0,21087.0,20414.0,587.0,467.0
17657.0,2421.0,43220.0,28339.0,3299.0,1228.0
10217.0,1234.0,20179.0,13890.0,1487.0,683.0
3906.0,489.0,10546.0,9114.0,702.0,529.0
583.0,112.0,2286.0,1987.0,137.0,64.0
1569.0,135.0,8802.0,8094.0,161.0,82.0
2148.0,245.0,2865.0,1087.0,251.0,37.0
3575.0,585.0,10842.0,8951.0,2843.0,2539.0
3120.0,399.0,20385.0,17730.0,506.0,152.0
299.0,34.0,8996.0,8883.0,76.0,61.0
53003.0,5885.0,219316.0,193287.0,7878.0,5056.0
303.0,31.0,1880.0,1713.0,58.0,35.0
1896.0,218.0,18284.0,17850.0,295.0,222.0
19036.0,2523.0,39093.0,28729.0,2920.0,1420.0
19036.0,2523.0,39093.0,28729.0,2920.0,1420.0
5330.0,470.0,18491.0,17576.0,549.0,479.0
6218.0,631.0,19827.0,18252.0,684.0,578.0
210.0,21.0,2539.0,2477.0,22.0,13.0
5405.0,543.0,14949.0,13665.0,585.0,517.0
386.0,43.0,1315.0,1124.0,53.0,29.0
13030.0,1956.0,19412.0,10019.0,2250.0,826.0
1972.0,252.0,8692.0,7758.0,319.0,174.0
1720.0,160.0,3222.0,1955.0,214.0,101.0
802.0,111.0,8548.0,8431.0,166.0,136.0
240.0,48.0,1062.0,932.0,54.0,29.0
954.0,117.0,41764.0,41494.0,391.0,338.0
4548.0,377.0,103466.0,101378.0,1449.0,1274.0
952.0,34.0,19542.0,19200.0,170.0,154.0
1354.0,73.0,8863.0,8211.0,174.0,141.0
2797.0,212.0,13592.0,11875.0,414.0,299.0
895.0,75.0,4775.0,4478.0,96.0,75.0
8614.0,578.0,72669.0,68989.0,1243.0,916.0
2720.0,118.0,24410.0,23363.0,219.0,160.0
450.0,71.0,802.0,424.0,93.0,28.0
2287.0,365.0,4991.0,3754.0,403.0,187.0
24617.0,1903.0,253110.0,241672.0,4261.0,3234.0
1042.0,159.0,9610.0,9363.0,220.0,165.0
656.0,46.0,8757.0,8572.0,121.0,110.0
1081.0,91.0,18241.0,17872.0,208.0,176.0
298300.0,33928.0,1838581.0,1677739.0,56644.0,37502.0
7390.0,878.0,49878.0,44125.0,1286.0,545.0
4429.0,375.0,60465.0,58247.0,839.0,597.0
3363.0,357.0,5458.0,3059.0,389.0,103.0
4638.0,572.0,22855.0,20361.0,880.0,532.0
447.0,45.0,6010.0,5895.0,45.0,25.0
689.0,48.0,12738.0,12617.0,60.0,50.0
157.0,25.0,7070.0,7011.0,92.0,81.0
950.0,93.0,3468.0,2881.0,97.0,32.0
800.0,143.0,1310.0,630.0,145.0,14.0
283.0,32.0,3807.0,3697.0,63.0,47.0
25544.0,2197.0,113827.0,93500.0,2768.0,916.0
784.0,93.0,3639.0,3363.0,112.0,70.0
1367.0,205.0,5925.0,5350.0,249.0,134.0
1263.0,109.0,5724.0,4787.0,157.0,82.0
1263.0,109.0,5724.0,4787.0,157.0,82.0
2000.0,197.0,22014.0,21464.0,327.0,231.0
1136.0,83.0,11232.0,10945.0,105.0,76.0
239.0,22.0,1019.0,952.0,45.0,38.0
14559.0,1076.0,125048.0,121245.0,1825.0,1485.0
10002.0,838.0,41547.0,35572.0,1175.0,614.0
49178.0,3817.0,419705.0,398489.0,7261.0,5333.0
1605.0,204.0,7218.0,6233.0,258.0,114.0
3453.0,662.0,5609.0,3191.0,878.0,483.0
16061.0,2387.0,46642.0,37177.0,5657.0,4409.0
6842.0,468.0,12224.0,7859.0,558.0,272.0
3087.0,,5933.0,5074.0,,
56.0,8.0,119.0,103.0,9.0,
1283.0,198.0,2466.0,2228.0,277.0,225.0
635.0,,985.0,970.0,,
14978.0,2269.0,22692.0,18599.0,2612.0,1863.0
19875.0,2610.0,31127.0,21114.0,3110.0,1762.0
1907.0,,2786.0,1944.0,,
2113.0,,3114.0,2196.0,,
97.0,17.0,165.0,147.0,29.0,23.0
9368.0,885.0,15506.0,12514.0,1039.0,706.0
9744.0,930.0,16207.0,13100.0,1084.0,731.0
13802.0,1993.0,18152.0,7147.0,2186.0,554.0
3561.0,,6232.0,4084.0,,
371480.0,46947.0,629956.0,408856.0,59357.0,30077.0
1603.0,,2474.0,1879.0,,260.0
662.0,,821.0,766.0,,
2956.0,,4519.0,2022.0,,
19.0,,24.0,19.0,,
377.0,,539.0,412.0,,
5164.0,,8283.0,7242.0,,
72.0,13.0,120.0,109.0,23.0,21.0
3659.0,,5707.0,4616.0,,
11538.0,1517.0,18253.0,15441.0,1803.0,1266.0
11538.0,1517.0,18253.0,15441.0,1803.0,1266.0
78361.0,11374.0,120283.0,64719.0,13306.0,4304.0
9083.0,,9766.0,1501.0,,
12666.0,1628.0,19812.0,9890.0,1901.0,583.0
12666.0,1628.0,19812.0,9890.0,1901.0,583.0
937.0,124.0,1231.0,1191.0,144.0,133.0
1644.0,261.0,3050.0,2689.0,353.0,281.0
14198.0,,18604.0,17543.0,,
17633.0,2735.0,25238.0,23281.0,3093.0,2746.0
1907.0,273.0,3865.0,3010.0,397.0,236.0
12608.0,1725.0,41033.0,33986.0,4779.0,3926.0
2223.0,,4198.0,2978.0,,
335.0,24.0,659.0,476.0,29.0,18.0
17378.0,2209.0,29379.0,15438.0,2738.0,1114.0
21053.0,2675.0,37852.0,21655.0,3447.0,1533.0
236.0,21.0,365.0,305.0,28.0,24.0
14485.0,,23450.0,19942.0,,
14721.0,,23815.0,20247.0,,
859.0,,1351.0,1089.0,,
18365.0,2487.0,28072.0,22387.0,2990.0,2001.0
348.0,,701.0,664.0,,
118.0,11.0,169.0,99.0,11.0,5.0
19191.0,1556.0,25617.0,8690.0,1721.0,332.0
3677.0,306.0,5711.0,2625.0,378.0,118.0
202.0,24.0,303.0,265.0,24.0,19.0
69.0,,107.0,79.0,,
4630.0,309.0,9852.0,5167.0,398.0,119.0
11472.0,777.0,22076.0,13026.0,956.0,391.0
185.0,,297.0,212.0,,
14343.0,,21707.0,17629.0,,
171.0,28.0,274.0,261.0,29.0,25.0
405.0,66.0,652.0,487.0,77.0,46.0
350.0,32.0,587.0,503.0,39.0,32.0
239.0,,446.0,396.0,,
546.0,70.0,1209.0,1069.0,90.0,58.0
1231.0,,2295.0,1513.0,,
340.0,27.0,802.0,684.0,37.0,
16953.0,1945.0,31075.0,22153.0,2462.0,1303.0
206.0,24.0,328.0,252.0,24.0,15.0
430.0,41.0,866.0,760.0,51.0,35.0
897.0,,1293.0,701.0,,
3183.0,563.0,4903.0,3463.0,673.0,391.0
627.0,91.0,1017.0,780.0,102.0,
229.0,,367.0,,,
2643.0,453.0,4143.0,3474.0,542.0,422.0
17161.0,2415.0,30407.0,15622.0,3222.0,1151.0
10006.0,1230.0,13325.0,7038.0,1343.0,539.0
3768.0,485.0,5565.0,4134.0,558.0,385.0
556.0,,750.0,451.0,,
1430.0,135.0,2670.0,1962.0,161.0,82.0
2137.0,245.0,2510.0,732.0,251.0,37.0
3419.0,536.0,4338.0,2449.0,641.0,337.0
2992.0,,4557.0,1921.0,,
224.0,,460.0,350.0,,
50382.0,5856.0,81273.0,56692.0,6767.0,3953.0
269.0,,,,,
1689.0,,2784.0,2350.0,,
18700.0,2519.0,24998.0,14682.0,2867.0,1372.0
18700.0,2519.0,24998.0,14682.0,2867.0,1372.0
5120.0,,8278.0,7369.0,,
5885.0,,8484.0,6915.0,,
183.0,21.0,301.0,239.0,22.0,13.0
5140.0,,7211.0,5933.0,,
360.0,43.0,669.0,478.0,53.0,29.0
12918.0,,15899.0,6547.0,,
1859.0,252.0,3291.0,2361.0,319.0,174.0
1696.0,160.0,2706.0,1439.0,214.0,101.0
710.0,,1254.0,1137.0,,
229.0,48.0,294.0,164.0,54.0,29.0
489.0,105.0,862.0,630.0,164.0,115.0
3216.0,340.0,8525.0,6583.0,624.0,450.0
530.0,26.0,1523.0,1224.0,,
1213.0,,2739.0,2093.0,,
2499.0,,6004.0,4343.0,,
814.0,75.0,1641.0,1347.0,96.0,75.0
7263.0,559.0,19226.0,15612.0,884.0,557.0
2342.0,,6190.0,5158.0,,
440.0,71.0,628.0,253.0,93.0,28.0
2236.0,365.0,3094.0,1860.0,403.0,187.0
20553.0,1834.0,49570.0,38473.0,2828.0,1806.0
939.0,,1548.0,1301.0,,
543.0,,1238.0,1057.0,,
885.0,86.0,1867.0,1506.0,138.0,106.0
273830.0,33380.0,474528.0,318344.0,43289.0,24226.0
7010.0,867.0,10769.0,5059.0,1054.0,313.0
3186.0,361.0,7611.0,5587.0,545.0,304.0
3314.0,357.0,4369.0,1970.0,389.0,103.0
4199.0,565.0,7430.0,4958.0,724.0,
376.0,45.0,701.0,586.0,45.0,25.0
591.0,48.0,,,60.0,50.0
132.0,,217.0,,,
882.0,93.0,1451.0,865.0,97.0,32.0
787.0,143.0,881.0,202.0,145.0,14.0
241.0,,432.0,325.0,,
24241.0,2184.0,33779.0,13587.0,2496.0,645.0
712.0,,1304.0,1031.0,,
1268.0,,2054.0,1482.0,,
1130.0,,2311.0,1432.0,,
1130.0,,2311.0,1432.0,,
1749.0,193.0,3063.0,2519.0,240.0,145.0
969.0,83.0,1973.0,1689.0,105.0,76.0
212.0,,377.0,310.0,,
12407.0,,26491.0,22731.0,,
9235.0,,18409.0,12467.0,,
42195.0,3731.0,94470.0,73671.0,5339.0,3416.0
1480.0,204.0,2540.0,1557.0,258.0,114.0
