active_enterprise,persons_engaged,employees
23.0,408.0,393.0
38.0,120.0,98.0
131.0,768.0,696.0
69.0,296.0,261.0
220.0,1898.0,1761.0
81.0,483.0,438.0
49.0,231.0,202.0
43.0,454.0,425.0
36.0,195.0,172.0
33.0,177.0,161.0
7.0,13.0,9.0
57.0,381.0,354.0
10.0,58.0,
31.0,382.0,364.0
38.0,426.0,403.0
58.0,1547.0,1516.0
20.0,303.0,292.0
27.0,429.0,421.0
21.0,61.0,46.0
12.0,15.0,5.0
57.0,810.0,783.0
22.0,152.0,138.0
33.0,413.0,405.0
49.0,373.0,352.0
40.0,138.0,
1267.0,10748.0,10056.0
30.0,35.0,26.0
6.0,25.0,23.0
12.0,710.0,708.0
9.0,54.0,52.0
62.0,1096.0,1085.0
19.0,419.0,410.0
90.0,1292.0,1278.0
18.0,404.0,401.0
15.0,228.0,
23.0,309.0,301.0
8.0,13.0,10.0
7.0,9.0,
6.0,62.0,61.0
19.0,659.0,656.0
11.0,161.0,159.0
13.0,71.0,65.0
15.0,179.0,174.0
27.0,142.0,130.0
15.0,326.0,323.0
4.0,10.0,
9.0,345.0,343.0
16.0,579.0,577.0
3.0,6.0,4.0
21.0,376.0,375.0
14.0,651.0,650.0
16.0,291.0,288.0
18.0,1256.0,1252.0
497.0,9702.0,9587.0
21.0,29.0,27.0
305.0,3026.0,2891.0
341.0,4658.0,4482.0
568.0,6647.0,6350.0
2153.0,38223.0,37239.0
675.0,6574.0,6228.0
3721.0,58840.0,57485.0
990.0,17473.0,16982.0
605.0,4891.0,4529.0
722.0,9298.0,8916.0
426.0,4437.0,4207.0
332.0,1718.0,1523.0
156.0,1079.0,986.0
696.0,11259.0,10971.0
180.0,2127.0,2040.0
495.0,7064.0,6858.0
476.0,7610.0,7344.0
826.0,8660.0,8269.0
387.0,4715.0,4527.0
313.0,4362.0,4207.0
224.0,1758.0,1625.0
258.0,7268.0,7131.0
662.0,9164.0,8824.0
511.0,9542.0,9300.0
345.0,4535.0,4375.0
658.0,6606.0,6272.0
581.0,5119.0,4851.0
18198.0,247732.0,239358.0
592.0,1079.0,946.0
,,0.0
,,0.0
,,
29.0,116.0,104.0
,,
113.0,1692.0,1667.0
5.0,7.0,5.0
0.0,0.0,0.0
8.0,,5.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
7.0,,21.0
,,
6.0,,
4.0,7.0,
7.0,12.0,10.0
3.0,3.0,3.0
,,0.0
0.0,0.0,0.0
3.0,3.0,
4.0,7.0,
3.0,,4.0
,,
3.0,3.0,
7.0,13.0,11.0
230.0,1972.0,1900.0
16.0,19.0,15.0
,,
7.0,81.0,81.0
16.0,89.0,84.0
32.0,124.0,116.0
31.0,,
48.0,341.0,335.0
32.0,118.0,113.0
16.0,77.0,72.0
18.0,95.0,91.0
16.0,71.0,70.0
11.0,97.0,
3.0,,
24.0,104.0,98.0
,,
8.0,,
26.0,169.0,158.0
23.0,,
,,
18.0,69.0,66.0
19.0,194.0,188.0
7.0,,
17.0,113.0,110.0
9.0,29.0,24.0
16.0,53.0,49.0
16.0,81.0,80.0
14.0,56.0,54.0
473.0,3241.0,3137.0
25.0,50.0,49.0
11.0,,
,,
,,
96.0,649.0,596.0
15.0,,
354.0,2903.0,2710.0
36.0,58.0,33.0
24.0,31.0,
37.0,60.0,
14.0,30.0,21.0
,5.0,
6.0,10.0,
,70.0,
,,
14.0,22.0,16.0
21.0,,
24.0,,
11.0,82.0,
6.0,6.0,
,,
13.0,,
27.0,303.0,286.0
19.0,,35.0
10.0,14.0,7.0
19.0,,
36.0,88.0,60.0
873.0,5189.0,4672.0
25.0,42.0,30.0
28.0,61.0,47.0
24.0,43.0,29.0
59.0,146.0,120.0
274.0,5432.0,5322.0
46.0,351.0,325.0
1287.0,10506.0,10018.0
100.0,1345.0,1293.0
54.0,162.0,138.0
133.0,366.0,286.0
47.0,186.0,162.0
26.0,,23.0
19.0,25.0,
99.0,652.0,617.0
18.0,37.0,26.0
58.0,,
66.0,320.0,283.0
102.0,416.0,367.0
25.0,124.0,112.0
22.0,58.0,
29.0,69.0,55.0
38.0,75.0,53.0
82.0,384.0,335.0
53.0,777.0,
29.0,45.0,
60.0,537.0,498.0
99.0,290.0,229.0
2986.0,23548.0,22234.0
109.0,350.0,328.0
,3.0,
,,0.0
15.0,24.0,19.0
43.0,71.0,58.0
6.0,8.0,
326.0,1199.0,1105.0
16.0,54.0,47.0
,,10.0
,,29.0
,,6.0
8.0,13.0,9.0
3.0,3.0,0.0
27.0,138.0,130.0
,,
,10.0,5.0
13.0,,14.0
,70.0,63.0
,,
9.0,17.0,15.0
8.0,33.0,
7.0,9.0,5.0
,,6.0
8.0,,12.0
4.0,4.0,
8.0,8.0,
22.0,61.0,54.0
623.0,1863.0,1646.0
11.0,,
3.0,3.0,
,,
,,0.0
50.0,122.0,116.0
5.0,6.0,
90.0,2431.0,2410.0
12.0,,
6.0,,
12.0,,
,,
,,
,,
,,
0.0,0.0,0.0
3.0,6.0,
,,
6.0,6.0,
,,
,,0.0
0.0,0.0,0.0
,,
5.0,6.0,4.0
5.0,7.0,
3.0,,
,,
6.0,,
245.0,3655.0,3584.0
14.0,20.0,18.0
,70.0,67.0
19.0,31.0,27.0
33.0,213.0,201.0
205.0,,
,101.0,88.0
1249.0,13238.0,13012.0
,,
62.0,119.0,90.0
98.0,256.0,232.0
,53.0,42.0
,27.0,21.0
12.0,17.0,12.0
,,
10.0,14.0,11.0
54.0,432.0,417.0
36.0,112.0,96.0
,182.0,160.0
8.0,11.0,6.0
,61.0,56.0
14.0,74.0,68.0
19.0,116.0,
42.0,135.0,115.0
,,
,186.0,179.0
,140.0,115.0
54.0,94.0,
2545.0,17749.0,17111.0
146.0,,
220.0,460.0,277.0
285.0,473.0,216.0
396.0,754.0,387.0
1764.0,3844.0,2285.0
587.0,1024.0,475.0
3854.0,14488.0,11631.0
824.0,1682.0,979.0
527.0,970.0,479.0
701.0,1514.0,924.0
275.0,523.0,268.0
234.0,447.0,228.0
128.0,203.0,83.0
664.0,1364.0,808.0
148.0,251.0,120.0
471.0,1132.0,751.0
447.0,948.0,559.0
630.0,1291.0,731.0
231.0,394.0,186.0
244.0,449.0,225.0
186.0,414.0,240.0
245.0,469.0,251.0
563.0,1127.0,625.0
412.0,917.0,538.0
293.0,559.0,296.0
541.0,1364.0,871.0
492.0,998.0,583.0
15591.0,38404.0,25179.0
229.0,345.0,163.0
90.0,166.0,110.0
89.0,137.0,70.0
206.0,282.0,151.0
1075.0,2207.0,1565.0
209.0,469.0,315.0
3596.0,7739.0,5508.0
543.0,974.0,587.0
252.0,329.0,
406.0,756.0,497.0
150.0,225.0,129.0
74.0,,133.0
60.0,92.0,53.0
273.0,697.0,549.0
40.0,56.0,32.0
227.0,459.0,317.0
195.0,,103.0
336.0,532.0,318.0
74.0,97.0,44.0
89.0,123.0,62.0
82.0,132.0,81.0
126.0,247.0,153.0
195.0,289.0,171.0
182.0,500.0,382.0
117.0,,
213.0,294.0,144.0
359.0,553.0,
9480.0,18359.0,12333.0
222.0,404.0,305.0
35.0,91.0,79.0
33.0,72.0,54.0
95.0,147.0,105.0
474.0,1112.0,936.0
73.0,253.0,217.0
1142.0,3775.0,3348.0
188.0,337.0,241.0
80.0,122.0,88.0
165.0,420.0,346.0
62.0,125.0,107.0
28.0,130.0,120.0
23.0,43.0,33.0
105.0,318.0,288.0
17.0,26.0,21.0
83.0,280.0,251.0
67.0,92.0,55.0
132.0,208.0,151.0
26.0,37.0,21.0
44.0,71.0,48.0
44.0,73.0,50.0
42.0,87.0,65.0
109.0,177.0,133.0
74.0,349.0,319.0
57.0,72.0,49.0
76.0,115.0,79.0
128.0,225.0,163.0
3508.0,9020.0,7607.0
106.0,263.0,240.0
3.0,5.0,
,,
21.0,,
43.0,91.0,74.0
12.0,26.0,21.0
191.0,1408.0,1315.0
34.0,138.0,123.0
30.0,73.0,60.0
14.0,26.0,19.0
7.0,8.0,4.0
5.0,5.0,3.0
6.0,25.0,24.0
10.0,34.0,
,,
11.0,,6.0
9.0,21.0,18.0
16.0,65.0,57.0
,,
,,
5.0,14.0,12.0
8.0,19.0,16.0
9.0,23.0,19.0
13.0,16.0,11.0
5.0,5.0,
4.0,6.0,
10.0,21.0,15.0
490.0,2242.0,2019.0
14.0,28.0,23.0
7.0,12.0,9.0
15.0,104.0,97.0
29.0,,212.0
143.0,559.0,490.0
36.0,85.0,62.0
633.0,4202.0,3974.0
64.0,147.0,105.0
42.0,192.0,166.0
58.0,211.0,174.0
22.0,,55.0
14.0,31.0,20.0
4.0,5.0,
43.0,297.0,279.0
13.0,32.0,25.0
38.0,1066.0,1051.0
25.0,,321.0
64.0,,314.0
14.0,83.0,77.0
18.0,82.0,74.0
13.0,125.0,119.0
19.0,30.0,20.0
42.0,114.0,88.0
33.0,56.0,36.0
15.0,54.0,45.0
46.0,83.0,55.0
62.0,387.0,360.0
1550.0,8973.0,8268.0
38.0,44.0,
,,
21.0,29.0,12.0
39.0,55.0,24.0
218.0,268.0,90.0
57.0,104.0,60.0
715.0,1077.0,487.0
105.0,205.0,115.0
84.0,99.0,19.0
88.0,104.0,31.0
25.0,27.0,3.0
17.0,,5.0
,,
66.0,83.0,34.0
10.0,11.0,4.0
52.0,60.0,
48.0,49.0,
90.0,107.0,32.0
18.0,22.0,7.0
19.0,23.0,
,,
32.0,32.0,
37.0,40.0,6.0
36.0,41.0,
20.0,25.0,
52.0,62.0,17.0
87.0,101.0,
2010.0,2743.0,1060.0
24.0,26.0,8.0
17.0,,5.0
15.0,16.0,5.0
43.0,147.0,
167.0,,209.0
57.0,116.0,79.0
1766.0,5899.0,5035.0
203.0,479.0,373.0
58.0,120.0,83.0
82.0,105.0,45.0
45.0,,
12.0,12.0,
14.0,15.0,5.0
50.0,63.0,38.0
7.0,11.0,
33.0,,19.0
38.0,54.0,33.0
59.0,,40.0
10.0,10.0,3.0
16.0,17.0,9.0
11.0,60.0,54.0
28.0,32.0,16.0
30.0,45.0,24.0
32.0,84.0,68.0
34.0,59.0,39.0
34.0,34.0,12.0
188.0,1511.0,1430.0
3118.0,9830.0,8183.0
69.0,85.0,52.0
30.0,62.0,35.0
50.0,117.0,71.0
47.0,103.0,66.0
267.0,848.0,620.0
65.0,188.0,130.0
1197.0,15118.0,14078.0
146.0,461.0,339.0
55.0,,89.0
147.0,366.0,244.0
42.0,,
53.0,88.0,39.0
20.0,32.0,14.0
121.0,380.0,284.0
18.0,54.0,
83.0,255.0,194.0
64.0,240.0,181.0
154.0,314.0,179.0
20.0,55.0,39.0
37.0,100.0,
30.0,92.0,
45.0,97.0,
47.0,173.0,133.0
63.0,129.0,71.0
42.0,,
77.0,152.0,82.0
82.0,151.0,76.0
3025.0,20882.0,18280.0
23.0,46.0,31.0
6.0,27.0,24.0
,,
,,
26.0,1553.0,1540.0
,,
114.0,2694.0,2658.0
,224.0,218.0
11.0,47.0,
17.0,1532.0,1524.0
5.0,,
,,
,,0.0
11.0,66.0,
5.0,34.0,
7.0,,4.0
,,
8.0,78.0,
,,
,,0.0
0.0,0.0,0.0
,,
9.0,,
,,
8.0,242.0,239.0
,,
9.0,95.0,
288.0,7353.0,7237.0
10.0,67.0,66.0
407.0,1114.0,886.0
460.0,1268.0,1004.0
985.0,2425.0,1885.0
6205.0,21339.0,18695.0
888.0,2315.0,1739.0
19765.0,105493.0,95863.0
2277.0,6414.0,5060.0
1161.0,2909.0,2199.0
2096.0,6399.0,5339.0
768.0,2283.0,1885.0
386.0,1029.0,789.0
251.0,482.0,326.0
1646.0,5746.0,4904.0
224.0,567.0,
1078.0,3095.0,
924.0,2193.0,1588.0
1627.0,3776.0,2862.0
345.0,889.0,697.0
431.0,1040.0,772.0
407.0,812.0,558.0
526.0,1621.0,1257.0
1122.0,2565.0,1906.0
903.0,3505.0,3021.0
686.0,2384.0,2039.0
1053.0,2440.0,1821.0
1634.0,3132.0,2176.0
49554.0,189541.0,164203.0
1299.0,2306.0,1974.0
,,
,,0.0
4.0,,
23.0,174.0,164.0
,,0.0
137.0,877.0,800.0
16.0,181.0,174.0
7.0,,
9.0,25.0,20.0
4.0,,
0.0,0.0,0.0
0.0,0.0,0.0
9.0,45.0,42.0
0.0,0.0,0.0
6.0,,
9.0,43.0,38.0
3.0,3.0,0.0
0.0,0.0,0.0
,,
5.0,,
3.0,,
5.0,,
8.0,,
4.0,10.0,9.0
5.0,,
15.0,57.0,47.0
288.0,1900.0,1749.0
10.0,10.0,5.0
,11.0,
,,33.0
37.0,,213.0
170.0,819.0,764.0
,,
873.0,11834.0,11666.0
86.0,500.0,485.0
42.0,,121.0
46.0,103.0,90.0
12.0,18.0,14.0
10.0,,
6.0,8.0,5.0
57.0,461.0,448.0
,,
28.0,44.0,
21.0,155.0,
46.0,189.0,
,,
,5.0,3.0
11.0,,28.0
16.0,42.0,39.0
28.0,77.0,
33.0,251.0,
19.0,,
26.0,,
66.0,170.0,156.0
1787.0,15767.0,15358.0
100.0,316.0,307.0
150.0,242.0,154.0
235.0,303.0,136.0
363.0,476.0,230.0
1812.0,2908.0,1850.0
517.0,716.0,354.0
5785.0,16707.0,14296.0
1215.0,1724.0,1076.0
531.0,821.0,499.0
699.0,1197.0,757.0
196.0,262.0,138.0
132.0,291.0,207.0
133.0,192.0,89.0
619.0,1121.0,830.0
89.0,128.0,65.0
355.0,780.0,602.0
506.0,795.0,422.0
536.0,912.0,576.0
194.0,243.0,112.0
200.0,261.0,124.0
176.0,238.0,116.0
217.0,315.0,160.0
384.0,858.0,577.0
323.0,581.0,403.0
299.0,429.0,249.0
438.0,651.0,356.0
514.0,890.0,556.0
17078.0,34713.0,25297.0
460.0,672.0,363.0
150.0,242.0,154.0
235.0,303.0,136.0
363.0,476.0,230.0
1812.0,2908.0,1850.0
517.0,716.0,354.0
5785.0,16707.0,14296.0
1215.0,1724.0,1076.0
531.0,821.0,499.0
699.0,1197.0,757.0
196.0,262.0,138.0
132.0,291.0,207.0
133.0,192.0,89.0
619.0,1121.0,830.0
89.0,128.0,65.0
355.0,780.0,602.0
506.0,795.0,422.0
536.0,912.0,576.0
194.0,243.0,112.0
200.0,261.0,124.0
176.0,238.0,116.0
217.0,315.0,160.0
384.0,858.0,577.0
323.0,581.0,403.0
299.0,429.0,249.0
438.0,651.0,356.0
514.0,890.0,556.0
17078.0,34713.0,25297.0
460.0,672.0,363.0
,,89.0
,,94.0
75.0,127.0,113.0
543.0,1077.0,971.0
122.0,194.0,167.0
2016.0,10011.0,9752.0
427.0,719.0,661.0
150.0,285.0,258.0
194.0,463.0,423.0
55.0,93.0,80.0
46.0,96.0,76.0
,,33.0
193.0,456.0,435.0
,,28.0
138.0,485.0,463.0
103.0,315.0,275.0
135.0,348.0,326.0
,,58.0
57.0,81.0,65.0
,,76.0
,,115.0
84.0,480.0,450.0
,,221.0
97.0,173.0,150.0
97.0,181.0,150.0
127.0,268.0,238.0
5160.0,16896.0,15955.0
51.0,191.0,188.0
42.0,,120.0
65.0,164.0,125.0
455.0,1349.0,1260.0
378.0,1019.0,818.0
156.0,688.0,597.0
2796.0,8185.0,8050.0
203.0,590.0,475.0
152.0,311.0,229.0
148.0,511.0,455.0
57.0,188.0,160.0
53.0,239.0,216.0
38.0,122.0,98.0
165.0,440.0,393.0
40.0,113.0,90.0
79.0,,
171.0,548.0,438.0
144.0,542.0,475.0
65.0,303.0,272.0
52.0,204.0,175.0
51.0,186.0,152.0
52.0,172.0,132.0
160.0,488.0,410.0
61.0,254.0,222.0
53.0,156.0,132.0
100.0,346.0,296.0
107.0,285.0,233.0
6016.0,18177.0,16610.0
173.0,249.0,
,,0.0
,,
4.0,,
16.0,26.0,19.0
4.0,5.0,
57.0,1458.0,1449.0
6.0,6.0,
5.0,5.0,
14.0,51.0,48.0
,,
,,
,,
14.0,39.0,36.0
,,0.0
8.0,,
,,
5.0,11.0,
3.0,,
,,0.0
,,
4.0,12.0,
,,
,,
,,
9.0,,
5.0,13.0,
192.0,1954.0,1891.0
,,
38.0,128.0,
58.0,152.0,116.0
442.0,1302.0,1220.0
325.0,902.0,720.0
141.0,671.0,590.0
2510.0,5665.0,5592.0
159.0,472.0,378.0
124.0,280.0,213.0
111.0,399.0,360.0
46.0,164.0,140.0
42.0,224.0,208.0
29.0,,
140.0,372.0,331.0
33.0,105.0,
53.0,348.0,330.0
145.0,423.0,325.0
122.0,489.0,433.0
56.0,275.0,248.0
42.0,188.0,
47.0,,
45.0,156.0,119.0
145.0,468.0,398.0
50.0,179.0,154.0
43.0,129.0,109.0
81.0,217.0,173.0
83.0,216.0,172.0
5274.0,14355.0,13062.0
164.0,237.0,232.0
,,
,,
6.0,6.0,
24.0,70.0,61.0
8.0,9.0,
91.0,371.0,333.0
30.0,102.0,86.0
20.0,23.0,10.0
15.0,30.0,
7.0,18.0,14.0
5.0,6.0,3.0
,,8.0
,,
,,
14.0,17.0,
14.0,90.0,84.0
14.0,36.0,31.0
6.0,,
6.0,12.0,
0.0,0.0,0.0
3.0,4.0,
10.0,14.0,7.0
,,
5.0,,
10.0,,
13.0,42.0,38.0
341.0,1030.0,858.0
,,
95.0,137.0,
165.0,180.0,
274.0,332.0,102.0
1225.0,1773.0,826.0
384.0,487.0,153.0
3460.0,6152.0,4018.0
760.0,969.0,383.0
369.0,519.0,229.0
483.0,709.0,315.0
137.0,165.0,54.0
80.0,177.0,114.0
105.0,145.0,
401.0,614.0,347.0
62.0,88.0,
212.0,290.0,134.0
393.0,470.0,140.0
385.0,538.0,226.0
151.0,174.0,
137.0,167.0,48.0
120.0,140.0,
150.0,172.0,
294.0,371.0,121.0
206.0,332.0,
192.0,245.0,90.0
329.0,446.0,184.0
381.0,615.0,314.0
11344.0,16873.0,8462.0
394.0,466.0,160.0
42.0,174.0,154.0
37.0,126.0,101.0
98.0,1462.0,1407.0
223.0,1041.0,940.0
53.0,161.0,127.0
295.0,2116.0,2013.0
78.0,150.0,114.0
57.0,126.0,93.0
69.0,423.0,390.0
39.0,88.0,60.0
34.0,73.0,50.0
13.0,14.0,4.0
76.0,360.0,327.0
20.0,36.0,25.0
41.0,110.0,94.0
49.0,70.0,36.0
73.0,190.0,151.0
26.0,142.0,132.0
38.0,197.0,181.0
23.0,35.0,27.0
16.0,85.0,77.0
87.0,272.0,226.0
49.0,155.0,132.0
26.0,234.0,222.0
68.0,132.0,90.0
47.0,97.0,74.0
1742.0,8218.0,7375.0
65.0,149.0,128.0
24.0,34.0,13.0
23.0,31.0,11.0
48.0,65.0,27.0
194.0,325.0,175.0
45.0,86.0,50.0
463.0,870.0,567.0
100.0,156.0,71.0
59.0,81.0,32.0
67.0,112.0,53.0
28.0,48.0,29.0
33.0,42.0,12.0
17.0,29.0,14.0
84.0,243.0,183.0
17.0,20.0,6.0
52.0,106.0,67.0
41.0,72.0,38.0
62.0,98.0,47.0
26.0,40.0,16.0
27.0,34.0,15.0
21.0,31.0,12.0
19.0,24.0,4.0
66.0,122.0,75.0
35.0,51.0,25.0
34.0,61.0,40.0
59.0,119.0,76.0
50.0,69.0,28.0
1706.0,2988.0,1700.0
12.0,19.0,14.0
,13.0,
5.0,8.0,8.0
9.0,34.0,33.0
85.0,493.0,482.0
,,
325.0,3397.0,3361.0
67.0,510.0,498.0
13.0,,
16.0,,
,,
0.0,0.0,0.0
,,
18.0,,
,,
11.0,,
,,
13.0,60.0,60.0
3.0,3.0,
,,
4.0,5.0,5.0
,,
10.0,27.0,
10.0,,
10.0,,
10.0,10.0,6.0
15.0,134.0,
739.0,7247.0,7147.0
58.0,101.0,97.0
0.0,0.0,0.0
0.0,0.0,0.0
8.0,15.0,13.0
23.0,53.0,40.0
,,
111.0,637.0,579.0
11.0,11.0,4.0
5.0,,
9.0,11.0,6.0
,,0.0
,,
,,
9.0,29.0,25.0
,,
4.0,4.0,
,,0.0
4.0,4.0,3.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,,
4.0,4.0,
0.0,0.0,0.0
4.0,5.0,
6.0,6.0,3.0
4.0,4.0,
228.0,820.0,699.0
13.0,17.0,10.0
16.0,654.0,652.0
11.0,288.0,286.0
13.0,670.0,666.0
144.0,4751.0,4709.0
23.0,1040.0,1034.0
293.0,12773.0,12706.0
54.0,1682.0,1659.0
30.0,759.0,749.0
29.0,2939.0,2938.0
24.0,811.0,809.0
5.0,218.0,217.0
6.0,97.0,95.0
46.0,2918.0,2904.0
9.0,716.0,713.0
26.0,1559.0,1554.0
31.0,969.0,963.0
33.0,1961.0,1958.0
15.0,1012.0,1005.0
11.0,411.0,407.0
14.0,718.0,713.0
8.0,332.0,330.0
34.0,1144.0,1139.0
23.0,490.0,487.0
16.0,1080.0,1077.0
22.0,1009.0,1004.0
32.0,1058.0,1052.0
975.0,42066.0,41830.0
7.0,7.0,4.0
59.0,507.0,469.0
106.0,951.0,886.0
138.0,1217.0,1122.0
479.0,6112.0,5856.0
189.0,2064.0,1968.0
1020.0,56137.0,55780.0
298.0,3382.0,3246.0
170.0,1984.0,1894.0
166.0,6723.0,6656.0
74.0,601.0,565.0
62.0,1130.0,1098.0
47.0,438.0,419.0
202.0,2215.0,2119.0
52.0,303.0,265.0
150.0,1155.0,1089.0
162.0,2318.0,2229.0
186.0,3043.0,2959.0
68.0,787.0,746.0
71.0,587.0,538.0
72.0,713.0,671.0
64.0,768.0,738.0
152.0,1233.0,1144.0
133.0,1666.0,1584.0
100.0,839.0,794.0
149.0,2203.0,2103.0
123.0,897.0,820.0
4532.0,100064.0,97839.0
40.0,91.0,81.0
,188.0,182.0
28.0,229.0,220.0
29.0,240.0,225.0
104.0,1512.0,1464.0
64.0,775.0,755.0
77.0,5929.0,5918.0
84.0,1449.0,1418.0
50.0,563.0,539.0
35.0,719.0,714.0
,177.0,159.0
18.0,208.0,199.0
14.0,52.0,44.0
52.0,488.0,470.0
21.0,188.0,176.0
32.0,374.0,367.0
47.0,482.0,460.0
33.0,495.0,485.0
29.0,254.0,242.0
,349.0,345.0
23.0,235.0,225.0
17.0,306.0,302.0
47.0,540.0,519.0
30.0,352.0,342.0
22.0,253.0,245.0
38.0,545.0,530.0
21.0,206.0,197.0
985.0,17145.0,16776.0
5.0,37.0,34.0
11.0,22.0,14.0
20.0,88.0,75.0
43.0,183.0,164.0
146.0,592.0,505.0
46.0,139.0,107.0
399.0,3163.0,3003.0
64.0,947.0,912.0
58.0,192.0,152.0
55.0,183.0,155.0
28.0,60.0,41.0
16.0,121.0,115.0
6.0,19.0,17.0
41.0,208.0,193.0
9.0,19.0,15.0
36.0,81.0,63.0
41.0,132.0,102.0
38.0,194.0,168.0
17.0,62.0,51.0
15.0,63.0,59.0
14.0,28.0,20.0
16.0,57.0,51.0
47.0,166.0,143.0
40.0,229.0,206.0
30.0,118.0,102.0
41.0,134.0,110.0
51.0,192.0,166.0
1351.0,7611.0,6926.0
23.0,219.0,217.0
25.0,73.0,
50.0,142.0,105.0
86.0,399.0,337.0
314.0,1700.0,1496.0
122.0,379.0,286.0
647.0,4125.0,3827.0
159.0,704.0,606.0
134.0,576.0,476.0
103.0,358.0,289.0
49.0,140.0,110.0
46.0,136.0,106.0
28.0,48.0,22.0
109.0,454.0,382.0
27.0,67.0,46.0
88.0,381.0,
99.0,289.0,201.0
132.0,435.0,332.0
59.0,237.0,
39.0,156.0,
56.0,176.0,133.0
41.0,131.0,97.0
123.0,554.0,471.0
59.0,247.0,211.0
74.0,256.0,195.0
90.0,400.0,341.0
97.0,405.0,332.0
2887.0,13034.0,11157.0
31.0,66.0,57.0
12.0,,36.0
7.0,,
26.0,90.0,
98.0,304.0,270.0
28.0,147.0,133.0
327.0,2011.0,1947.0
43.0,167.0,148.0
33.0,110.0,93.0
41.0,121.0,105.0
13.0,70.0,67.0
11.0,66.0,60.0
7.0,12.0,6.0
21.0,66.0,53.0
8.0,11.0,7.0
23.0,220.0,216.0
23.0,37.0,
25.0,49.0,
3.0,8.0,
10.0,,24.0
8.0,11.0,
10.0,22.0,
31.0,76.0,60.0
19.0,112.0,
12.0,76.0,
21.0,171.0,161.0
28.0,123.0,113.0
908.0,4359.0,4054.0
20.0,60.0,59.0
102.0,664.0,623.0
124.0,475.0,413.0
256.0,917.0,767.0
965.0,4791.0,4301.0
289.0,1478.0,1334.0
2249.0,32116.0,31389.0
492.0,2238.0,2030.0
328.0,1890.0,1711.0
328.0,1561.0,1420.0
144.0,677.0,613.0
113.0,484.0,415.0
55.0,202.0,165.0
338.0,1399.0,1263.0
77.0,307.0,269.0
238.0,1219.0,1128.0
304.0,2422.0,2270.0
285.0,1361.0,1220.0
130.0,438.0,369.0
128.0,611.0,559.0
107.0,525.0,467.0
114.0,545.0,481.0
308.0,1344.0,1192.0
207.0,1159.0,1066.0
176.0,852.0,765.0
299.0,1214.0,1050.0
219.0,1054.0,964.0
8537.0,63827.0,60096.0
162.0,1884.0,1852.0
37.0,140.0,127.0
66.0,313.0,287.0
84.0,325.0,281.0
322.0,2603.0,2476.0
101.0,653.0,603.0
596.0,10485.0,10307.0
142.0,895.0,839.0
117.0,600.0,536.0
110.0,660.0,624.0
62.0,676.0,654.0
37.0,202.0,185.0
21.0,64.0,47.0
107.0,390.0,356.0
26.0,111.0,100.0
86.0,650.0,618.0
94.0,453.0,414.0
99.0,530.0,486.0
49.0,181.0,163.0
41.0,230.0,214.0
44.0,207.0,183.0
37.0,130.0,106.0
129.0,580.0,507.0
66.0,449.0,417.0
64.0,383.0,354.0
103.0,541.0,487.0
79.0,609.0,574.0
2753.0,23165.0,22046.0
34.0,105.0,101.0
,,
7.0,,
8.0,18.0,
53.0,109.0,62.0
12.0,25.0,14.0
121.0,207.0,118.0
27.0,37.0,11.0
20.0,42.0,23.0
6.0,6.0,0.0
,4.0,0.0
5.0,11.0,9.0
5.0,5.0,0.0
14.0,27.0,14.0
4.0,4.0,0.0
7.0,26.0,
13.0,15.0,
10.0,27.0,
4.0,4.0,
,,0.0
6.0,7.0,
6.0,7.0,
15.0,18.0,4.0
5.0,10.0,
3.0,3.0,
20.0,25.0,8.0
8.0,37.0,33.0
394.0,752.0,422.0
8.0,30.0,24.0
25.0,102.0,85.0
31.0,38.0,18.0
45.0,58.0,23.0
206.0,560.0,444.0
59.0,86.0,43.0
808.0,1695.0,1349.0
97.0,253.0,199.0
44.0,70.0,37.0
99.0,268.0,203.0
33.0,85.0,60.0
34.0,76.0,56.0
17.0,18.0,5.0
65.0,92.0,54.0
21.0,23.0,8.0
49.0,77.0,44.0
45.0,69.0,35.0
71.0,109.0,68.0
22.0,47.0,34.0
20.0,25.0,12.0
30.0,39.0,20.0
24.0,30.0,13.0
34.0,68.0,43.0
36.0,55.0,31.0
29.0,54.0,33.0
61.0,114.0,75.0
71.0,124.0,82.0
2145.0,4355.0,3182.0
69.0,120.0,108.0
292.0,1775.0,1631.0
439.0,2394.0,2155.0
715.0,3447.0,3007.0
2687.0,18283.0,16874.0
910.0,5746.0,5243.0
6244.0,115868.0,113638.0
1406.0,10072.0,9409.0
954.0,6027.0,5461.0
943.0,10599.0,10166.0
432.0,2490.0,2269.0
342.0,2434.0,2243.0
200.0,858.0,725.0
949.0,5339.0,4904.0
245.0,1033.0,886.0
709.0,4183.0,3867.0
828.0,6217.0,5737.0
879.0,6243.0,5779.0
381.0,2018.0,1810.0
346.0,2051.0,1874.0
360.0,1941.0,1724.0
329.0,1996.0,1807.0
886.0,4579.0,4083.0
595.0,4279.0,3964.0
510.0,2834.0,2563.0
822.0,5347.0,4865.0
697.0,3647.0,3281.0
24492.0,234312.0,222498.0
392.0,2612.0,2533.0
,13.0,
5.0,8.0,8.0
17.0,49.0,46.0
108.0,546.0,522.0
9.0,10.0,7.0
436.0,4034.0,3940.0
78.0,521.0,502.0
18.0,92.0,
25.0,,
